,artist,attack,cardId,cardSet,collectible,cost,dbfId,durability,faction,flavor,health,howToGet,howToGetGold,img,imgGold,locale,mechanics,name,playerClass,race,rarity,text,type,elite,classes,multiClassGroup,armor
467,Cyril Van Der Haegen,3.0,EX1_536,Classic,True,3.0,1662,2.0,,First Lesson: Put the pointy end in the other guy.,,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_536.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_536_premium.gif,enUS,[{'name': 'Secret'}],Eaglehorn Bow,Hunter,,Rare,"[x]Whenever a friendly\n<b>Secret</b> is revealed,\ngain +1 Durability.",Weapon,,,,
468,Alex Horley Orlandelli,3.0,CS2_117,Classic,True,3.0,1651,,,"He can see really far, and he doesn't use a telescope like those filthy pirates.",3.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/CS2_117.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CS2_117_premium.gif,enUS,[{'name': 'Battlecry'}],Earthen Ring Farseer,Neutral,,Common,<b>Battlecry:</b> Restore #3_Health.,Minion,,,,
469,Efrem Palacios,2.0,EX1_613,Classic,True,3.0,306,,Neutral,"He led the Stonemasons in the reconstruction of Stormwind, and when the nobles refused to pay, he founded the Defias Brotherhood to, well, <i>deconstruct</i> Stormwind.",2.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_613.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_613_premium.gif,enUS,[{'name': 'Combo'}],Edwin VanCleef,Rogue,,Legendary,<b>Combo:</b> Gain +2/+2 for each other card you've played this turn.,Minion,True,,,
470,Lars Grant-West,2.0,EX1_170,Classic,True,3.0,1098,,Neutral,"The Sholazar Basin is home to a lot of really horrible things. If you're going to visit, wear bug spray.  And plate armor.",3.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_170.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_170_premium.gif,enUS,[{'name': 'Poisonous'}],Emperor Cobra,Neutral,Beast,Rare,<b>Poisonous</b>,Minion,,,,
471,Lars Grant-West,,CS2_053,Classic,True,3.0,818,,Neutral,"Drek'thar can't see, but he can <i>see</i>. You know what I mean? It's ok if you don't.",,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/CS2_053.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CS2_053_premium.gif,enUS,,Far Sight,Shaman,,Epic,Draw a card. That card costs (3) less.,Spell,,,,
472,John Polidora,3.0,EX1_301,Classic,True,3.0,517,,Neutral,"Yes, he'll fight for you.  BUT HE'S NOT GOING TO LIKE IT.",5.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_301.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_301_premium.gif,enUS,"[{'name': 'Taunt'}, {'name': 'Battlecry'}]",Felguard,Warlock,Demon,Rare,<b>Taunt</b>\n<b>Battlecry:</b> Destroy one of your Mana Crystals.,Minion,,,,
473,Clint Langley,,EX1_248,Classic,True,3.0,238,,Neutral,Spirit wolves are like regular wolves with pom-poms.,,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_248.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_248_premium.gif,enUS,"[{'name': 'Overload'}, {'name': 'Taunt'}]",Feral Spirit,Shaman,,Rare,Summon two 2/3 Spirit Wolves with <b>Taunt</b>. <b>Overload:</b> (2),Spell,,,,
474,,3.0,EX1_finkle,Classic,,3.0,1006,,Neutral,,3.0,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/EX1_finkle.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/EX1_finkle_premium.gif,enUS,,Finkle Einhorn,Neutral,,,,Minion,True,,,
475,Alex Horley Orlandelli,2.0,tt_004,Classic,True,3.0,397,,Neutral,'Flesheating' is an unfair name.  It's just that there's not really much else for him to eat.,3.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/tt_004.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/tt_004_premium.gif,enUS,,Flesheating Ghoul,Neutral,,Common,"Whenever a minion dies, gain +1 Attack.",Minion,,,,
476,Simon Bisley,2.0,EX1_604,Classic,True,3.0,654,,Neutral,He used to work as an accountant before he tried his hand at Berserkering.,4.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_604.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_604_premium.gif,enUS,,Frothing Berserker,Warrior,,Rare,"Whenever a minion takes damage, gain +1 Attack.",Minion,,,,
477,Brian Despain,2.0,EX1_556,Classic,True,3.0,778,,Neutral,"""Overheat threshold exceeded. System failure. Wheat clog in port two. Shutting down.""",3.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_556.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_556_premium.gif,enUS,[{'name': 'Deathrattle'}],Harvest Golem,Neutral,Mech,Common,<b>Deathrattle:</b> Summon a 2/1 Damaged Golem.,Minion,,,,
478,James Zhang,,EX1_137,Classic,True,3.0,708,,Neutral,"When all else fails, nothing beats a swift whack upside the head.",,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_137.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_137_premium.gif,enUS,[{'name': 'Combo'}],Headcrack,Rogue,,Rare,Deal $2 damage to the enemy hero. <b>Combo:</b> Return this to your hand next turn.,Spell,,,,
479,Alex Garner,,EX1_289,Classic,True,3.0,621,,Neutral,This is Rank 1.  Rank 2 is Chocolate Milk Barrier.,,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_289.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_289_premium.gif,enUS,[{'name': 'Secret'}],Ice Barrier,Mage,,Common,"<b>Secret:</b> When your\nhero is attacked,\ngain 8 Armor.",Spell,,,,
480,Mark Gibbons,1.0,EX1_597,Classic,True,3.0,926,,Neutral,She would enjoy the job a lot more if she just could get the imps to QUIT BITING HER.,5.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_597.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_597_premium.gif,enUS,,Imp Master,Neutral,,Rare,"[x]At the end of your turn, deal\n1 damage to this minion\n and summon a 1/1 Imp.",Minion,,,,
481,Samwise,4.0,CS2_181,Classic,True,3.0,1109,,Horde,"He claims it is an old war wound, but we think he just cut himself shaving.",7.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/CS2_181.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CS2_181_premium.gif,enUS,[{'name': 'Battlecry'}],Injured Blademaster,Neutral,,Rare,<b>Battlecry:</b> Deal 4 damage to HIMSELF.,Minion,,,,
482,Trevor Jacobs,2.0,CS2_203,Classic,True,3.0,290,,Horde,Their wings are silent but their screech is... whatever the opposite of silent is.,1.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/CS2_203.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CS2_203_premium.gif,enUS,"[{'name': 'Silence'}, {'name': 'Battlecry'}]",Ironbeak Owl,Neutral,Beast,Common,<b>Battlecry:</b> <b>Silence</b> a_minion.,Minion,,,,
483,Jaemin Kim,4.0,EX1_017,Classic,True,3.0,921,,Horde,"Stranglethorn is a beautiful place to visit, but you wouldn't want to live there.",2.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_017.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_017_premium.gif,enUS,[{'name': 'Stealth'}],Jungle Panther,Neutral,Beast,Common,<b>Stealth</b>,Minion,,,,
484,Sunny Gho,5.0,EX1_014,Classic,True,3.0,1693,,,"King Mukla wanders Jaguero Isle, searching for love.",5.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_014.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_014_premium.gif,enUS,[{'name': 'Battlecry'}],King Mukla,Neutral,Beast,Legendary,<b>Battlecry:</b> Give your opponent 2 Bananas.,Minion,True,,,
485,Popo Wei,4.0,EX1_612,Classic,True,3.0,748,,Neutral,"The Kirin Tor reside in the floating city of Dalaran.  How do you make a Dalaran float?  Two scoops of ice cream, one scoop of Dalaran.",3.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_612.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_612_premium.gif,enUS,"[{'name': 'Secret'}, {'name': 'Battlecry'}]",Kirin Tor Mage,Mage,,Rare,[x]<b>Battlecry:</b> The next <b>Secret</b>\nyou play this turn costs (0).,Minion,,,,
486,,3.0,DREAM_01,Classic,,3.0,340,,,,5.0,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/DREAM_01.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/DREAM_01_premium.gif,enUS,,Laughing Sister,Dream,,,Can't be targeted by spells or Hero Powers.,Minion,,,,
487,Dan Scott,,EX1_241,Classic,True,3.0,864,,Neutral,It's like an ocean of liquid magma in your mouth!,,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_241.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_241_premium.gif,enUS,[{'name': 'Overload'}],Lava Burst,Shaman,,Rare,Deal $5 damage. <b>Overload:</b> (2),Spell,,,,
488,Christopher Moeller,,EX1_259,Classic,True,3.0,629,,Neutral,"An umbrella won't be effective, I'm afraid.",,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_259.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_259_premium.gif,enUS,[{'name': 'Overload'}],Lightning Storm,Shaman,,Rare,Deal $2-$3 damage to all_enemy minions. <b>Overload:</b> (2),Spell,,,,
489,Scott Altmann,0.0,EX1_575,Classic,True,3.0,513,,Neutral,"It is said that some shaman can say ""Floatin' totem"" 10 times, fast.",3.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_575.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_575_premium.gif,enUS,,Mana Tide Totem,Shaman,Totem,Rare,"At the end of your turn, draw a card.",Minion,,,,
490,Clint Langley,,EX1_155,Classic,True,3.0,151,,Neutral,"Druids call it the ""Mark of Nature.""  Everyone else calls it ""needing a bath.""",,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_155.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_155_premium.gif,enUS,[{'name': 'Taunt'}],Mark of Nature,Druid,,Common,<b>Choose One -</b> Give a minion +4 Attack; or +4 Health and <b>Taunt</b>.,Spell,,,,
491,Leo Che,3.0,EX1_085,Classic,True,3.0,734,,Alliance,"Mind Control technology is getting better, but that's not saying much.",3.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_085.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_085_premium.gif,enUS,[{'name': 'Battlecry'}],Mind Control Tech,Neutral,,Rare,"[x]<b>Battlecry:</b> If your opponent\nhas 4 or more minions, take\n control of one at random.",Minion,,,,
492,Raven Mimura,,EX1_294,Classic,True,3.0,195,,Neutral,"""You go first."" - Krush'gor the Behemoth, to his pet boar.",,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_294.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_294_premium.gif,enUS,[{'name': 'Secret'}],Mirror Entity,Mage,,Common,"<b>Secret:</b> After your opponent plays a minion, summon a copy of it.",Spell,,,,
493,Tim McBurnie,3.0,EX1_507,Classic,True,3.0,1063,,Neutral,Do Murlocs ever get tired of making the same old sound?  Nope!  Mrglglrglglglglglglgl!,3.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_507.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_507_premium.gif,enUS,[{'name': 'Aura'}],Murloc Warleader,Neutral,Murloc,Epic,Your other Murlocs have +2 Attack.,Minion,,,,
494,Daren Bader,2.0,EX1_133,Classic,True,3.0,391,2.0,Neutral,Perdition's Blade is Ragnaros's back-up weapon while Sulfuras is in the shop.,,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_133.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_133_premium.gif,enUS,"[{'name': 'Battlecry'}, {'name': 'Combo'}]",Perdition's Blade,Rogue,,Rare,<b>Battlecry:</b> Deal 1 damage. <b>Combo:</b> Deal 2 instead.,Weapon,,,,
495,Attila Adorjany,2.0,EX1_044,Classic,True,3.0,791,,Alliance,"""Does anyone have some extra Boar Pelts?""",2.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_044.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_044_premium.gif,enUS,,Questing Adventurer,Neutral,,Rare,"Whenever you play a card, gain +1/+1.",Minion,,,,
496,Alex Horley Orlandelli,3.0,EX1_412,Classic,True,3.0,1155,,Neutral,"If he's raging now, just wait until he gets nerfed.",3.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_412.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_412_premium.gif,enUS,[{'name': 'Windfury'}],Raging Worgen,Neutral,,Common,Has +1 Attack and <b>Windfury</b> while damaged.,Minion,,,,
497,Gonzalo Ordonez,3.0,EX1_020,Classic,True,3.0,642,,Alliance,Never wash your whites with a Scarlet Crusader.,1.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_020.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_020_premium.gif,enUS,[{'name': 'Divine Shield'}],Scarlet Crusader,Neutral,,Common,<b>Divine Shield</b>,Minion,,,,
498,Raven Mimura,,EX1_317,Classic,True,3.0,860,,Neutral,Generally demons are pretty obvious and you don’t need a spell to sense them.,,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_317.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_317_premium.gif,enUS,,Sense Demons,Warlock,,Common,Draw 2 Demons\nfrom your deck.,Spell,,,,
499,Alex Horley Orlandelli,,EX1_625,Classic,True,3.0,1368,,,If a bright light shines on a priest in Shadowform… do they cast a shadow?,,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_625.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_625_premium.gif,enUS,,Shadowform,Priest,,Epic,Your Hero Power becomes 'Deal 2 damage'. If already in Shadowform: 3 damage.,Spell,,,,
500,Chris Moeller,3.0,EX1_134,Classic,True,3.0,1117,,Neutral,"The agents of SI:7 are responsible for Stormwind's covert activities.  Their duties include espionage, assassination, and throwing surprise birthday parties for the royal family.",3.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_134.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_134_premium.gif,enUS,[{'name': 'Combo'}],SI:7 Agent,Rogue,,Rare,<b>Combo:</b> Deal 2 damage.,Minion,,,,
501,Ken Steacy,3.0,NEW1_027,Classic,True,3.0,680,,,"When he saves enough plunder, he's going to commission an enormous captain's hat.  He has hat envy.",3.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/NEW1_027.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/NEW1_027_premium.gif,enUS,[{'name': 'Aura'}],Southsea Captain,Neutral,Pirate,Epic,Your other Pirates have +1/+1.,Minion,,,,
502,Gonzalo Ordonez,,tt_010,Classic,True,3.0,366,,Neutral,"While it's fun to intercept enemy lightning bolts, a spellbender much prefers to intercept opposing Marks of the Wild.  It just feels meaner.  And blood elves... well, they're a little mean.",,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/tt_010.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/tt_010_premium.gif,enUS,[{'name': 'Secret'}],Spellbender,Mage,,Epic,"<b>Secret:</b> When an enemy casts a spell on a minion, summon a 1/3 as the new target.",Spell,,,,
503,Efrem Palacios,1.0,EX1_366,Classic,True,3.0,643,5.0,Neutral,I dub you Sir Loin of Beef!,,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_366.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_366_premium.gif,enUS,,Sword of Justice,Paladin,,Epic,"After you summon a minion, give it +1/+1 and this loses 1_Durability.",Weapon,,,,
504,Paul Warzecha,2.0,EX1_390,Classic,True,3.0,45,,Neutral,"Tauren Warrior: Champion of Mulgore, Slayer of Quilboar, Rider of Thunderbluff Elevators.",3.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_390.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_390_premium.gif,enUS,[{'name': 'Taunt'}],Tauren Warrior,Neutral,,Common,<b>Taunt</b>\nHas +3 Attack while damaged.,Minion,,,,
505,Alex Garner,,EX1_339,Classic,True,3.0,30,,Neutral,"""What do you get when you cast Thoughtsteal on an Orc?  Nothing!"" - Tauren joke",,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_339.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_339_premium.gif,enUS,,Thoughtsteal,Priest,,Common,Copy 2 cards in your opponent's deck and add them to your hand.,Spell,,,,
506,Efrem Palacios,2.0,EX1_021,Classic,True,3.0,765,,Horde,"He's stationed in the Hellfire Peninsula, but he's hoping for a reassignment closer to Orgrimmar, or really anywhere the ground is less on fire.",3.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_021.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_021_premium.gif,enUS,[{'name': 'Windfury'}],Thrallmar Farseer,Neutral,,Common,<b>Windfury</b>,Minion,,,,
507,Tom Baxa,3.0,EX1_083,Classic,True,3.0,570,,Alliance,Tinkmaster Overspark nearly lost his Tinker's license after the Great Ironforge Squirrel Stampede of '09.,3.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_083.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_083_premium.gif,enUS,[{'name': 'Battlecry'}],Tinkmaster Overspark,Neutral,,Legendary,[x]<b>Battlecry:</b> Transform\nanother random minion\ninto a 5/5 Devilsaur\n or a 1/1 Squirrel.,Minion,True,,,
508,Matt Gaser,2.0,EX1_258,Classic,True,3.0,774,,Neutral,"Unlike bound elementals, Unbound ones really enjoy a night on the town.",4.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_258.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_258_premium.gif,enUS,[{'name': 'Overload'}],Unbound Elemental,Shaman,Elemental,Common,"Whenever you play a card_with <b>Overload</b>, gain_+1/+1.",Minion,,,,
509,Linggar Bramanty,,EX1_538,Classic,True,3.0,1243,,,You must read the name of this card out loud each time you play it.,,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_538.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_538_premium.gif,enUS,[{'name': 'Charge'}],Unleash the Hounds,Hunter,,Common,"For each enemy minion, summon a 1/1 Hound with <b>Charge</b>.",Spell,,,,
510,Raymond Swanland,,EX1_594,Classic,True,3.0,286,,Neutral,Rumor has it that Deathwing brought about the Cataclysm after losing a game to this card.  We may never know the truth.,,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_594.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_594_premium.gif,enUS,[{'name': 'Secret'}],Vaporize,Mage,,Rare,"<b>Secret:</b> When a minion attacks your hero, destroy it.",Spell,,,,
511,Alex Alexandrov,3.0,EX1_304,Classic,True,3.0,1221,,,"If you put this into your deck, you WILL lose the trust of your other minions.",3.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_304.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_304_premium.gif,enUS,[{'name': 'Battlecry'}],Void Terror,Warlock,Demon,Rare,[x]<b>Battlecry:</b> Destroy both\nadjacent minions and gain\n their Attack and Health.,Minion,,,,
512,Bernie Kang,5.0,EX1_057,Classic,True,4.0,186,,Alliance,Most pandaren say his brew tastes like yak.  But apparently that's a compliment.,4.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_057.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_057_premium.gif,enUS,[{'name': 'Battlecry'}],Ancient Brewmaster,Neutral,,Common,<b>Battlecry:</b> Return a friendly minion from the battlefield to your hand.,Minion,,,,
513,Howard Lyon,2.0,EX1_584,Classic,True,4.0,915,,Neutral,Sometimes he forgets and just wanders into someone else's game.,5.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_584.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_584_premium.gif,enUS,"[{'name': 'Spell Damage'}, {'name': 'Battlecry'}]",Ancient Mage,Neutral,,Rare,<b>Battlecry:</b> Give adjacent_minions <b>Spell_Damage +1</b>.,Minion,,,,
514,Samwise,3.0,EX1_398,Classic,True,4.0,538,,Neutral,"50% off fist weapons, limited time only!",3.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_398.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_398_premium.gif,enUS,[{'name': 'Battlecry'}],Arathi Weaponsmith,Warrior,,Common,<b>Battlecry:</b> Equip a 2/2_weapon.,Minion,,,,
515,Doug Alexander,3.0,EX1_591,Classic,True,4.0,237,,Neutral,"The Auchenai know the end is coming, but they're not sure when.",5.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_591.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_591_premium.gif,enUS,,Auchenai Soulpriest,Priest,,Rare,Your cards and powers that restore Health now deal damage instead.,Minion,,,,
516,,4.0,EX1_110t,Classic,,4.0,318,,,,5.0,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/EX1_110t.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/EX1_110t_premium.gif,enUS,,Baine Bloodhoof,Neutral,,,,Minion,True,,,
517,Tom Baxa,,EX1_570,Classic,True,4.0,577,,Neutral,Chew your food!,,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_570.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_570_premium.gif,enUS,,Bite,Druid,,Rare,Give your hero +4_Attack this turn. Gain 4 Armor.,Spell,,,,
518,Hideaki Takamura,,CS2_233,Classic,True,4.0,1064,,Neutral,"""Look, it's not just about waving daggers around really fast.  It's a lot more complicated than that."" - Shan, Rogue Trainer",,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/CS2_233.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CS2_233_premium.gif,enUS,[{'name': 'AffectedBySpellPower'}],Blade Flurry,Rogue,,Rare,Destroy your weapon and deal its damage to all enemy minions.,Spell,,,,
519,Leo Che,,EX1_275,Classic,True,4.0,430,,Neutral,Magi of the Kirin Tor were casting Cubes of Cold for many years before Cones came into fashion some 90 years ago.,,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_275.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_275_premium.gif,enUS,[{'name': 'Freeze'}],Cone of Cold,Mage,,Common,"<b>Freeze</b> a minion and the minions next to it, and deal $1 damage to them.",Spell,,,,
520,Raymond Swanland,4.0,EX1_595,Classic,True,4.0,811,,Neutral,"She may be an evil cult master, but she still calls her parents once a week.",2.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_595.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_595_premium.gif,enUS,,Cult Master,Neutral,,Common,"After a friendly minion dies, draw a card.",Minion,,,,
521,Scott Hampton,4.0,EX1_046,Classic,True,4.0,348,,Alliance,"Guardians of Dark Iron Ore.  Perhaps the most annoying ore, given where you have to forge it.",4.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_046.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_046_premium.gif,enUS,[{'name': 'Battlecry'}],Dark Iron Dwarf,Neutral,,Common,<b>Battlecry:</b> Give a minion +2_Attack this turn.,Minion,,,,
522,Alex Horley Orlandelli,2.0,EX1_093,Classic,True,4.0,763,,Alliance,You wouldn’t think that Argus would need this much defending.  But it does.,3.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_093.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_093_premium.gif,enUS,"[{'name': 'Taunt'}, {'name': 'Battlecry'}]",Defender of Argus,Neutral,,Rare,<b>Battlecry:</b> Give adjacent minions +1/+1 and <b>Taunt</b>.,Minion,,,,
523,Trent Kaniuga,3.0,NEW1_022,Classic,True,4.0,878,,,"""Yarrrr"" is a pirate word that means ""Greetings, milord.""",3.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/NEW1_022.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/NEW1_022_premium.gif,enUS,[{'name': 'Taunt'}],Dread Corsair,Neutral,Pirate,Common,<b>Taunt</b>\nCosts (1) less per Attack of_your weapon.,Minion,,,,
524,,7.0,DREAM_03,Classic,,4.0,489,,,,6.0,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/DREAM_03.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/DREAM_03_premium.gif,enUS,,Emerald Drake,Dream,Dragon,,,Minion,,,,
525,Michal Ivan,,EX1_619,Classic,True,4.0,756,,Neutral,We are all special unique snowflakes... with 1 Health.,,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_619.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_619_premium.gif,enUS,,Equality,Paladin,,Rare,Change the Health of ALL minions to 1.,Spell,,,,
526,Michael Komarck,3.0,EX1_274,Classic,True,4.0,1737,,,The ethereals are wrapped in cloth to give form to their non-corporeal bodies. Also because it's nice and soft.,3.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_274.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_274_premium.gif,enUS,[{'name': 'Secret'}],Ethereal Arcanist,Mage,,Rare,"If you control a <b>Secret</b> at_the end of your turn, gain +2/+2.",Minion,,,,
527,Gabor Szikszai,2.0,EX1_166,Classic,True,4.0,601,,Neutral,These guys just show up and start Keeping your Groves without even asking.,2.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_166.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_166_premium.gif,enUS,[{'name': 'Silence'}],Keeper of the Grove,Druid,,Rare,<b>Choose One -</b> Deal_2_damage; or <b>Silence</b> a minion.,Minion,,,,
528,Daarken,0.0,EX1_335,Classic,True,4.0,886,,Neutral,Spawn of the Light? Or Pawn of the Lights?,5.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_335.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_335_premium.gif,enUS,,Lightspawn,Priest,Elemental,Common,This minion's Attack is always equal to its Health.,Minion,,,,
529,Sean O’Daniels,,EX1_626,Classic,True,4.0,1366,,,"It dispels buffs, powers, hopes, and dreams.",,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_626.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_626_premium.gif,enUS,[{'name': 'Silence'}],Mass Dispel,Priest,,Rare,<b>Silence</b> all enemy minions. Draw a card.,Spell,,,,
