player_class,player_archetype,opponent_class,opponent_archetype,win_rate,total_games,date_published
Rogue,"Tempo Rogue",Shaman,"Big Shaman",53.90,3421,"05/10/2019 12:05 PM"
Rogue,"Tempo Rogue",Shaman,"Murloc Shaman",57.06,3959,"05/10/2019 12:05 PM"
Rogue,"Tempo Rogue",Shaman,"Shudderwock Shaman",48.09,2246,"05/10/2019 12:05 PM"
Rogue,"Tempo Rogue",Warlock,Handlock,62.20,1238,"05/10/2019 12:05 PM"
Rogue,"Tempo Rogue",Warlock,"Zoo Warlock",53.59,6186,"05/10/2019 12:05 PM"
Rogue,"Tempo Rogue",Warrior,"Big Warrior",45.66,403,"05/10/2019 12:05 PM"
Rogue,"Tempo Rogue",Warrior,"Bomb Warrior",43.99,7409,"05/10/2019 12:05 PM"
Rogue,"Tempo Rogue",Warrior,"Control Warrior",33.50,11700,"05/10/2019 12:05 PM"
Rogue,"Tempo Rogue",Warrior,"Dragon Warrior",50.00,338,"05/10/2019 12:05 PM"
Rogue,"Thief Rogue",Druid,"Token Druid",35.52,901,"05/10/2019 12:05 PM"
Rogue,"Thief Rogue",Hunter,"Deathrattle Hunter",38.76,178,"05/10/2019 12:05 PM"
Rogue,"Thief Rogue",Hunter,"Mech Hunter",34.98,689,"05/10/2019 12:05 PM"
Rogue,"Thief Rogue",Hunter,"Midrange Hunter",41.87,375,"05/10/2019 12:05 PM"
Rogue,"Thief Rogue",Mage,"Burn Mage",45.45,253,"05/10/2019 12:05 PM"
Rogue,"Thief Rogue",Mage,"Khadgar Mage",36.26,797,"05/10/2019 12:05 PM"
Rogue,"Thief Rogue",Paladin,"Mech Paladin",33.93,280,"05/10/2019 12:05 PM"
Rogue,"Thief Rogue",Priest,"Resurrect Priest",57.06,510,"05/10/2019 12:05 PM"
Rogue,"Thief Rogue",Priest,"Silence Priest",45.95,111,"05/10/2019 12:05 PM"
Rogue,"Thief Rogue",Rogue,"Tempo Rogue",27.97,1094,"05/10/2019 12:05 PM"
Rogue,"Thief Rogue",Rogue,"Thief Rogue",50.00,156,"05/10/2019 12:05 PM"
Rogue,"Thief Rogue",Shaman,"Big Shaman",49.19,246,"05/10/2019 12:05 PM"
Rogue,"Thief Rogue",Shaman,"Murloc Shaman",42.23,341,"05/10/2019 12:05 PM"
Rogue,"Thief Rogue",Shaman,"Shudderwock Shaman",50.00,208,"05/10/2019 12:05 PM"
Rogue,"Thief Rogue",Warlock,Handlock,44.51,173,"05/10/2019 12:05 PM"
Rogue,"Thief Rogue",Warlock,"Zoo Warlock",40.43,423,"05/10/2019 12:05 PM"
Rogue,"Thief Rogue",Warrior,"Bomb Warrior",35.53,636,"05/10/2019 12:05 PM"
Rogue,"Thief Rogue",Warrior,"Control Warrior",44.98,687,"05/10/2019 12:05 PM"
Shaman,"Big Shaman",Druid,"Token Druid",51.48,1587,"05/10/2019 12:05 PM"
Shaman,"Big Shaman",Hunter,"Deathrattle Hunter",41.55,296,"05/10/2019 12:05 PM"
Shaman,"Big Shaman",Hunter,"Mech Hunter",55.63,1900,"05/10/2019 12:05 PM"
Shaman,"Big Shaman",Hunter,"Midrange Hunter",42.86,742,"05/10/2019 12:05 PM"
Shaman,"Big Shaman",Hunter,"Secret Hunter",34.76,233,"05/10/2019 12:05 PM"
Shaman,"Big Shaman",Hunter,"Spell Hunter",42.06,126,"05/10/2019 12:05 PM"
Shaman,"Big Shaman",Mage,"Burn Mage",42.21,443,"05/10/2019 12:05 PM"
Shaman,"Big Shaman",Mage,"Khadgar Mage",34.98,1684,"05/10/2019 12:05 PM"
Shaman,"Big Shaman",Paladin,"Control Paladin",70.97,124,"05/10/2019 12:05 PM"
Shaman,"Big Shaman",Paladin,"Mech Paladin",62.50,528,"05/10/2019 12:05 PM"
Shaman,"Big Shaman",Priest,"Resurrect Priest",53.99,815,"05/10/2019 12:05 PM"
Shaman,"Big Shaman",Priest,"Silence Priest",57.56,172,"05/10/2019 12:05 PM"
Shaman,"Big Shaman",Rogue,"Miracle Rogue",51.06,141,"05/10/2019 12:05 PM"
Shaman,"Big Shaman",Rogue,"Tempo Rogue",46.10,3421,"05/10/2019 12:05 PM"
Shaman,"Big Shaman",Rogue,"Thief Rogue",50.81,246,"05/10/2019 12:05 PM"
Shaman,"Big Shaman",Shaman,"Big Shaman",50.00,576,"05/10/2019 12:05 PM"
Shaman,"Big Shaman",Shaman,"Murloc Shaman",42.50,673,"05/10/2019 12:05 PM"
Shaman,"Big Shaman",Shaman,"Shudderwock Shaman",58.31,391,"05/10/2019 12:05 PM"
Shaman,"Big Shaman",Warlock,Handlock,65.77,222,"05/10/2019 12:05 PM"
Shaman,"Big Shaman",Warlock,"Zoo Warlock",53.93,992,"05/10/2019 12:05 PM"
Shaman,"Big Shaman",Warrior,"Bomb Warrior",46.76,1234,"05/10/2019 12:05 PM"
Shaman,"Big Shaman",Warrior,"Control Warrior",44.48,1810,"05/10/2019 12:05 PM"
Shaman,"Murloc Shaman",Druid,"Token Druid",48.41,2231,"05/10/2019 12:05 PM"
Shaman,"Murloc Shaman",Hunter,"Deathrattle Hunter",70.26,390,"05/10/2019 12:05 PM"
Shaman,"Murloc Shaman",Hunter,"Mech Hunter",58.04,2090,"05/10/2019 12:05 PM"
Shaman,"Murloc Shaman",Hunter,"Midrange Hunter",49.36,1102,"05/10/2019 12:05 PM"
Shaman,"Murloc Shaman",Hunter,"Secret Hunter",49.14,232,"05/10/2019 12:05 PM"
Shaman,"Murloc Shaman",Hunter,"Spell Hunter",61.59,151,"05/10/2019 12:05 PM"
Shaman,"Murloc Shaman",Mage,"Burn Mage",66.15,585,"05/10/2019 12:05 PM"
Shaman,"Murloc Shaman",Mage,"Khadgar Mage",70.04,2053,"05/10/2019 12:05 PM"
Shaman,"Murloc Shaman",Paladin,"Control Paladin",61.86,118,"05/10/2019 12:05 PM"
Shaman,"Murloc Shaman",Paladin,"Mech Paladin",61.67,681,"05/10/2019 12:05 PM"
Shaman,"Murloc Shaman",Paladin,"Secret Paladin",67.68,164,"05/10/2019 12:05 PM"
Shaman,"Murloc Shaman",Priest,"Resurrect Priest",67.36,962,"05/10/2019 12:05 PM"
Shaman,"Murloc Shaman",Priest,"Silence Priest",71.29,310,"05/10/2019 12:05 PM"
Shaman,"Murloc Shaman",Rogue,"Miracle Rogue",45.83,120,"05/10/2019 12:05 PM"
Shaman,"Murloc Shaman",Rogue,"Tempo Rogue",42.94,3959,"05/10/2019 12:05 PM"
Shaman,"Murloc Shaman",Rogue,"Thief Rogue",57.77,341,"05/10/2019 12:05 PM"
Shaman,"Murloc Shaman",Shaman,"Big Shaman",57.50,673,"05/10/2019 12:05 PM"
Shaman,"Murloc Shaman",Shaman,"Murloc Shaman",50.00,878,"05/10/2019 12:05 PM"
Shaman,"Murloc Shaman",Shaman,"Shudderwock Shaman",48.48,462,"05/10/2019 12:05 PM"
Shaman,"Murloc Shaman",Warlock,Handlock,65.22,299,"05/10/2019 12:05 PM"
Shaman,"Murloc Shaman",Warlock,"Zoo Warlock",39.11,1240,"05/10/2019 12:05 PM"
Shaman,"Murloc Shaman",Warrior,"Big Warrior",73.98,123,"05/10/2019 12:05 PM"
Shaman,"Murloc Shaman",Warrior,"Bomb Warrior",50.22,1581,"05/10/2019 12:05 PM"
Shaman,"Murloc Shaman",Warrior,"Control Warrior",42.72,1922,"05/10/2019 12:05 PM"
Shaman,"Shudderwock Shaman",Druid,"Token Druid",53.06,1178,"05/10/2019 12:05 PM"
Shaman,"Shudderwock Shaman",Hunter,"Deathrattle Hunter",38.36,232,"05/10/2019 12:05 PM"
Shaman,"Shudderwock Shaman",Hunter,"Mech Hunter",54.81,1206,"05/10/2019 12:05 PM"
Shaman,"Shudderwock Shaman",Hunter,"Midrange Hunter",32.42,546,"05/10/2019 12:05 PM"
Shaman,"Shudderwock Shaman",Hunter,"Secret Hunter",30.41,217,"05/10/2019 12:05 PM"
Shaman,"Shudderwock Shaman",Mage,"Burn Mage",46.34,369,"05/10/2019 12:05 PM"
Shaman,"Shudderwock Shaman",Mage,"Khadgar Mage",31.26,1174,"05/10/2019 12:05 PM"
Shaman,"Shudderwock Shaman",Paladin,"Mech Paladin",49.85,333,"05/10/2019 12:05 PM"
Shaman,"Shudderwock Shaman",Priest,"Resurrect Priest",46.27,603,"05/10/2019 12:05 PM"
Shaman,"Shudderwock Shaman",Priest,"Silence Priest",63.79,116,"05/10/2019 12:05 PM"
Shaman,"Shudderwock Shaman",Rogue,"Tempo Rogue",51.91,2246,"05/10/2019 12:05 PM"
Shaman,"Shudderwock Shaman",Rogue,"Thief Rogue",50.00,208,"05/10/2019 12:05 PM"
Shaman,"Shudderwock Shaman",Shaman,"Big Shaman",41.69,391,"05/10/2019 12:05 PM"
Shaman,"Shudderwock Shaman",Shaman,"Murloc Shaman",51.52,462,"05/10/2019 12:05 PM"
Shaman,"Shudderwock Shaman",Shaman,"Shudderwock Shaman",50.00,252,"05/10/2019 12:05 PM"
Shaman,"Shudderwock Shaman",Warlock,Handlock,64.80,196,"05/10/2019 12:05 PM"
Shaman,"Shudderwock Shaman",Warlock,"Zoo Warlock",60.81,643,"05/10/2019 12:05 PM"
Shaman,"Shudderwock Shaman",Warrior,"Bomb Warrior",33.22,858,"05/10/2019 12:05 PM"
Shaman,"Shudderwock Shaman",Warrior,"Control Warrior",33.04,1153,"05/10/2019 12:05 PM"
Warlock,Handlock,Druid,"Token Druid",37.53,746,"05/10/2019 12:05 PM"
Warlock,Handlock,Hunter,"Deathrattle Hunter",24.00,150,"05/10/2019 12:05 PM"
Warlock,Handlock,Hunter,"Mech Hunter",23.26,705,"05/10/2019 12:05 PM"
Warlock,Handlock,Hunter,"Midrange Hunter",26.28,331,"05/10/2019 12:05 PM"
Warlock,Handlock,Mage,"Burn Mage",33.33,228,"05/10/2019 12:05 PM"
Warlock,Handlock,Mage,"Khadgar Mage",33.03,769,"05/10/2019 12:05 PM"
Warlock,Handlock,Paladin,"Mech Paladin",33.61,241,"05/10/2019 12:05 PM"
Warlock,Handlock,Priest,"Resurrect Priest",46.43,392,"05/10/2019 12:05 PM"
Warlock,Handlock,Rogue,"Tempo Rogue",37.80,1238,"05/10/2019 12:05 PM"
Warlock,Handlock,Rogue,"Thief Rogue",55.49,173,"05/10/2019 12:05 PM"
Warlock,Handlock,Shaman,"Big Shaman",34.23,222,"05/10/2019 12:05 PM"
Warlock,Handlock,Shaman,"Murloc Shaman",34.78,299,"05/10/2019 12:05 PM"
Warlock,Handlock,Shaman,"Shudderwock Shaman",35.20,196,"05/10/2019 12:05 PM"
Warlock,Handlock,Warlock,Handlock,50.00,140,"05/10/2019 12:05 PM"
Warlock,Handlock,Warlock,"Zoo Warlock",57.75,497,"05/10/2019 12:05 PM"
Warlock,Handlock,Warrior,"Bomb Warrior",33.21,542,"05/10/2019 12:05 PM"
Warlock,Handlock,Warrior,"Control Warrior",40.13,593,"05/10/2019 12:05 PM"
Warlock,"Zoo Warlock",Druid,"Token Druid",63.36,3223,"05/10/2019 12:05 PM"
Warlock,"Zoo Warlock",Hunter,"Deathrattle Hunter",59.59,584,"05/10/2019 12:05 PM"
Warlock,"Zoo Warlock",Hunter,"Mech Hunter",55.37,3157,"05/10/2019 12:05 PM"
Warlock,"Zoo Warlock",Hunter,"Midrange Hunter",46.26,1526,"05/10/2019 12:05 PM"
Warlock,"Zoo Warlock",Hunter,"Secret Hunter",44.98,329,"05/10/2019 12:05 PM"
Warlock,"Zoo Warlock",Hunter,"Spell Hunter",53.85,195,"05/10/2019 12:05 PM"
Warlock,"Zoo Warlock",Mage,"Burn Mage",58.18,856,"05/10/2019 12:05 PM"
Warlock,"Zoo Warlock",Mage,"Khadgar Mage",59.89,3221,"05/10/2019 12:05 PM"
Warlock,"Zoo Warlock",Paladin,"Control Paladin",46.34,164,"05/10/2019 12:05 PM"
Warlock,"Zoo Warlock",Paladin,"Mech Paladin",53.67,1021,"05/10/2019 12:05 PM"
Warlock,"Zoo Warlock",Paladin,"Secret Paladin",61.57,216,"05/10/2019 12:05 PM"
Warlock,"Zoo Warlock",Priest,"Resurrect Priest",45.58,1505,"05/10/2019 12:05 PM"
Warlock,"Zoo Warlock",Priest,"Silence Priest",43.12,378,"05/10/2019 12:05 PM"
Warlock,"Zoo Warlock",Rogue,"Miracle Rogue",48.51,202,"05/10/2019 12:05 PM"
Warlock,"Zoo Warlock",Rogue,"Tempo Rogue",46.41,6186,"05/10/2019 12:05 PM"
Warlock,"Zoo Warlock",Rogue,"Thief Rogue",59.57,423,"05/10/2019 12:05 PM"
Warlock,"Zoo Warlock",Shaman,"Big Shaman",46.07,992,"05/10/2019 12:05 PM"
Warlock,"Zoo Warlock",Shaman,"Murloc Shaman",60.89,1240,"05/10/2019 12:05 PM"
Warlock,"Zoo Warlock",Shaman,"Shudderwock Shaman",39.19,643,"05/10/2019 12:05 PM"
Warlock,"Zoo Warlock",Warlock,Handlock,42.25,497,"05/10/2019 12:05 PM"
Warlock,"Zoo Warlock",Warlock,"Zoo Warlock",50.00,1796,"05/10/2019 12:05 PM"
Warlock,"Zoo Warlock",Warrior,"Big Warrior",32.12,137,"05/10/2019 12:05 PM"
Warlock,"Zoo Warlock",Warrior,"Bomb Warrior",37.46,2357,"05/10/2019 12:05 PM"
Warlock,"Zoo Warlock",Warrior,"Control Warrior",28.69,3182,"05/10/2019 12:05 PM"
Warlock,"Zoo Warlock",Warrior,"Dragon Warrior",34.58,107,"05/10/2019 12:05 PM"
Warrior,"Big Warrior",Druid,"Token Druid",41.88,234,"05/10/2019 12:05 PM"
Warrior,"Big Warrior",Hunter,"Mech Hunter",27.50,200,"05/10/2019 12:05 PM"
Warrior,"Big Warrior",Hunter,"Midrange Hunter",34.64,153,"05/10/2019 12:05 PM"
Warrior,"Big Warrior",Mage,"Khadgar Mage",43.92,255,"05/10/2019 12:05 PM"
Warrior,"Big Warrior",Priest,"Resurrect Priest",65.79,114,"05/10/2019 12:05 PM"
Warrior,"Big Warrior",Rogue,"Tempo Rogue",54.34,403,"05/10/2019 12:05 PM"
Warrior,"Big Warrior",Shaman,"Murloc Shaman",26.02,123,"05/10/2019 12:05 PM"
Warrior,"Big Warrior",Warlock,"Zoo Warlock",67.88,137,"05/10/2019 12:05 PM"
Warrior,"Big Warrior",Warrior,"Bomb Warrior",38.46,169,"05/10/2019 12:05 PM"
Warrior,"Big Warrior",Warrior,"Control Warrior",53.80,171,"05/10/2019 12:05 PM"
Warrior,"Bomb Warrior",Druid,"Token Druid",45.67,4233,"05/10/2019 12:05 PM"
Warrior,"Bomb Warrior",Hunter,"Deathrattle Hunter",36.56,733,"05/10/2019 12:05 PM"
Warrior,"Bomb Warrior",Hunter,"Mech Hunter",33.79,4052,"05/10/2019 12:05 PM"
Warrior,"Bomb Warrior",Hunter,"Midrange Hunter",47.00,1934,"05/10/2019 12:05 PM"
Warrior,"Bomb Warrior",Hunter,"Secret Hunter",50.82,425,"05/10/2019 12:05 PM"
Warrior,"Bomb Warrior",Hunter,"Spell Hunter",58.22,213,"05/10/2019 12:05 PM"
Warrior,"Bomb Warrior",Mage,"Burn Mage",60.04,1076,"05/10/2019 12:05 PM"
Warrior,"Bomb Warrior",Mage,"Khadgar Mage",39.82,3787,"05/10/2019 12:05 PM"
Warrior,"Bomb Warrior",Paladin,"Control Paladin",48.28,203,"05/10/2019 12:05 PM"
Warrior,"Bomb Warrior",Paladin,"Mech Paladin",31.20,1266,"05/10/2019 12:05 PM"
Warrior,"Bomb Warrior",Paladin,"Secret Paladin",59.35,214,"05/10/2019 12:05 PM"
Warrior,"Bomb Warrior",Priest,"Resurrect Priest",55.54,1669,"05/10/2019 12:05 PM"
Warrior,"Bomb Warrior",Priest,"Silence Priest",66.74,469,"05/10/2019 12:05 PM"
Warrior,"Bomb Warrior",Rogue,"Miracle Rogue",72.01,268,"05/10/2019 12:05 PM"
Warrior,"Bomb Warrior",Rogue,"Tempo Rogue",56.01,7409,"05/10/2019 12:05 PM"
Warrior,"Bomb Warrior",Rogue,"Thief Rogue",64.47,636,"05/10/2019 12:05 PM"
Warrior,"Bomb Warrior",Shaman,"Big Shaman",53.24,1234,"05/10/2019 12:05 PM"
Warrior,"Bomb Warrior",Shaman,"Murloc Shaman",49.78,1581,"05/10/2019 12:05 PM"
Warrior,"Bomb Warrior",Shaman,"Shudderwock Shaman",66.78,858,"05/10/2019 12:05 PM"
Warrior,"Bomb Warrior",Warlock,Handlock,66.79,542,"05/10/2019 12:05 PM"
Warrior,"Bomb Warrior",Warlock,"Zoo Warlock",62.54,2357,"05/10/2019 12:05 PM"
Warrior,"Bomb Warrior",Warrior,"Big Warrior",61.54,169,"05/10/2019 12:05 PM"
Warrior,"Bomb Warrior",Warrior,"Bomb Warrior",50.00,3076,"05/10/2019 12:05 PM"
Warrior,"Bomb Warrior",Warrior,"Control Warrior",53.79,3811,"05/10/2019 12:05 PM"
Warrior,"Bomb Warrior",Warrior,"Dragon Warrior",60.12,168,"05/10/2019 12:05 PM"
Warrior,"Control Warrior",Druid,"Token Druid",51.67,5448,"05/10/2019 12:05 PM"
Warrior,"Control Warrior",Hunter,"Deathrattle Hunter",27.61,1054,"05/10/2019 12:05 PM"
Warrior,"Control Warrior",Hunter,"Mech Hunter",40.34,5989,"05/10/2019 12:05 PM"
Warrior,"Control Warrior",Hunter,"Midrange Hunter",43.90,2408,"05/10/2019 12:05 PM"
Warrior,"Control Warrior",Hunter,"Secret Hunter",42.16,695,"05/10/2019 12:05 PM"
Warrior,"Control Warrior",Hunter,"Spell Hunter",36.48,318,"05/10/2019 12:05 PM"
Warrior,"Control Warrior",Mage,"Burn Mage",61.15,1552,"05/10/2019 12:05 PM"
Warrior,"Control Warrior",Mage,"Khadgar Mage",36.96,5400,"05/10/2019 12:05 PM"
Warrior,"Control Warrior",Paladin,"Control Paladin",59.84,249,"05/10/2019 12:05 PM"
Warrior,"Control Warrior",Paladin,"Mech Paladin",35.05,1706,"05/10/2019 12:05 PM"
Warrior,"Control Warrior",Paladin,"Secret Paladin",67.73,251,"05/10/2019 12:05 PM"
Warrior,"Control Warrior",Priest,"Resurrect Priest",47.67,2314,"05/10/2019 12:05 PM"
Warrior,"Control Warrior",Priest,"Silence Priest",57.42,458,"05/10/2019 12:05 PM"
Warrior,"Control Warrior",Rogue,"Miracle Rogue",54.00,400,"05/10/2019 12:05 PM"
Warrior,"Control Warrior",Rogue,"Tempo Rogue",66.50,11700,"05/10/2019 12:05 PM"
Warrior,"Control Warrior",Rogue,"Thief Rogue",55.02,687,"05/10/2019 12:05 PM"
Warrior,"Control Warrior",Shaman,"Big Shaman",55.52,1810,"05/10/2019 12:05 PM"
Warrior,"Control Warrior",Shaman,"Murloc Shaman",57.28,1922,"05/10/2019 12:05 PM"
Warrior,"Control Warrior",Shaman,"Shudderwock Shaman",66.96,1153,"05/10/2019 12:05 PM"
Warrior,"Control Warrior",Warlock,Handlock,59.87,593,"05/10/2019 12:05 PM"
Warrior,"Control Warrior",Warlock,"Zoo Warlock",71.31,3182,"05/10/2019 12:05 PM"
Warrior,"Control Warrior",Warrior,"Big Warrior",46.20,171,"05/10/2019 12:05 PM"
Warrior,"Control Warrior",Warrior,"Bomb Warrior",46.21,3811,"05/10/2019 12:05 PM"
Warrior,"Control Warrior",Warrior,"Control Warrior",50.00,6212,"05/10/2019 12:05 PM"
Warrior,"Control Warrior",Warrior,"Dragon Warrior",74.35,191,"05/10/2019 12:05 PM"
Warrior,"Dragon Warrior",Druid,"Token Druid",39.21,227,"05/10/2019 12:05 PM"
Warrior,"Dragon Warrior",Hunter,"Mech Hunter",39.53,215,"05/10/2019 12:05 PM"
Warrior,"Dragon Warrior",Hunter,"Midrange Hunter",35.20,125,"05/10/2019 12:05 PM"
Warrior,"Dragon Warrior",Mage,"Khadgar Mage",39.90,203,"05/10/2019 12:05 PM"
Warrior,"Dragon Warrior",Priest,"Resurrect Priest",56.14,114,"05/10/2019 12:05 PM"
Warrior,"Dragon Warrior",Rogue,"Tempo Rogue",50.00,338,"05/10/2019 12:05 PM"
Warrior,"Dragon Warrior",Warlock,"Zoo Warlock",65.42,107,"05/10/2019 12:05 PM"
Warrior,"Dragon Warrior",Warrior,"Bomb Warrior",39.88,168,"05/10/2019 12:05 PM"
Warrior,"Dragon Warrior",Warrior,"Control Warrior",25.65,191,"05/10/2019 12:05 PM"
