artist,attack,cardId,cardSet,collectible,cost,dbfId,durability,faction,flavor,health,howToGet,howToGetGold,img,imgGold,locale,mechanics,name,playerClass,race,rarity,text,type,elite,classes,multiClassGroup,armor
Dan Scott,5.0,NEW1_024,Classic,True,5.0,456,,,He was <i>this close</i> to piloting a massive juggernaut into Stormwind Harbor. If it weren't for those pesky kids!,4.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/NEW1_024.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/NEW1_024_premium.gif,enUS,[{'name': 'Battlecry'}],Captain Greenskin,Neutral,Pirate,Legendary,<b>Battlecry:</b> Give your weapon +1/+1.,Minion,True,,,
John Polidora,2.0,EX1_567,Classic,True,5.0,352,8.0,Neutral,Orgrim Doomhammer gave this legendary weapon to Thrall.  His name is a total coincidence.,,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_567.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_567_premium.gif,enUS,"[{'name': 'Overload'}, {'name': 'Windfury'}]",Doomhammer,Shaman,,Epic,"<b>Windfury, Overload:</b> (2)",Weapon,,,,
Luca Zontini,4.0,EX1_165,Classic,True,5.0,692,,Neutral,Cat or Bear?  Cat or Bear?!  I just cannot CHOOSE!,4.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_165.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_165_premium.gif,enUS,"[{'name': 'Taunt'}, {'name': 'Charge'}]",Druid of the Claw,Druid,,Common,[x]<b>Choose One -</b> Transform\ninto a 4/4 with <b>Charge</b>;\nor a 4/6 with <b>Taunt</b>.,Minion,,,,
Dan Scott,7.0,EX1_250,Classic,True,5.0,1141,,Neutral,Nothing beats rock.,8.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_250.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_250_premium.gif,enUS,"[{'name': 'Overload'}, {'name': 'Taunt'}]",Earth Elemental,Shaman,Elemental,Epic,<b>Taunt</b>\n<b><b>Overload</b>:</b> (3),Minion,,,,
Tom Baxa,,EX1_537,Classic,True,5.0,394,,Neutral,"Pull the pin, count to 5, then shoot.  Then duck.",,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_537.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_537_premium.gif,enUS,,Explosive Shot,Hunter,,Rare,Deal $5 damage to a minion and $2 damage to adjacent ones.,Spell,,,,
Raymond Swanland,3.0,EX1_564,Classic,True,5.0,531,,Neutral,"The Faceless Ones are servants of Yogg-Saron, and they feed on fear. Right now they are feeding on your fear of accidentally disenchanting all your good cards.",3.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_564.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_564_premium.gif,enUS,[{'name': 'Battlecry'}],Faceless Manipulator,Neutral,,Epic,<b>Battlecry:</b> Choose a minion and become a copy of it.,Minion,,,,
Monica Langlois,3.0,CS1_069,Classic,True,5.0,602,,Alliance,"He used to be called Bog Beast, but it confused people because he wasn't an actual beast.   Boom, New Name!",6.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/CS1_069.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CS1_069_premium.gif,enUS,[{'name': 'Taunt'}],Fen Creeper,Neutral,,Common,<b>Taunt</b>,Minion,,,,
Trevor Jacobs,,EX1_571,Classic,True,5.0,493,,Neutral,"""I think I'll just nap under these trees. Wait... AAAAAHHH!"" - Blinkfizz, the Unfortunate Gnome",,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_571.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_571_premium.gif,enUS,,Force of Nature,Druid,,Epic,Summon three 2/2 Treants.,Spell,,,,
Matt Dixon,5.0,EX1_558,Classic,True,5.0,912,,Neutral,“That belongs in the Hall of Explorers!”,4.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_558.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_558_premium.gif,enUS,[{'name': 'Battlecry'}],Harrison Jones,Neutral,,Legendary,<b>Battlecry:</b> Destroy your opponent's weapon and draw cards equal to its Durability.,Minion,True,,,
Justin Sweet,,EX1_365,Classic,True,5.0,435,,Neutral,C'mon Molten Giant!!,,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_365.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_365_premium.gif,enUS,[{'name': 'AffectedBySpellPower'}],Holy Wrath,Paladin,,Rare,Draw a card and deal_damage equal to_its Cost.,Spell,,,,
Gabe from Penny Arcade,6.0,EX1_116,Classic,True,5.0,559,,Alliance,At least he has Angry Chicken.,2.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_116.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_116_premium.gif,enUS,"[{'name': 'Charge'}, {'name': 'Battlecry'}]",Leeroy Jenkins,Neutral,,Legendary,<b>Charge</b>. <b>Battlecry:</b> Summon two 1/1 Whelps for your opponent.,Minion,True,,,
Matt Starbuck,4.0,CS2_151,Classic,True,5.0,69,,Alliance,It's good to be a knight.   Less so to be one's squire.,4.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/CS2_151.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CS2_151_premium.gif,enUS,[{'name': 'Battlecry'}],Silver Hand Knight,Neutral,,Common,<b>Battlecry:</b> Summon a 2/2_Squire.,Minion,,,,
Justin Sweet,4.0,CS2_221,Classic,True,5.0,61,,Horde,"She'll craft you a sword, but you'll need to bring her 5 Steel Ingots, 3 Motes of Earth, and the scalp of her last customer.",6.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/CS2_221.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CS2_221_premium.gif,enUS,,Spiteful Smith,Neutral,,Common,Your weapon has +2 Attack while this is damaged.,Minion,,,,
Daren Bader,3.0,NEW1_041,Classic,True,5.0,1371,,,This Kodo is so big that he can stampede by <i>himself</i>.,5.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/NEW1_041.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/NEW1_041_premium.gif,enUS,[{'name': 'Battlecry'}],Stampeding Kodo,Neutral,Beast,Rare,<b>Battlecry:</b> Destroy a random enemy minion with 2 or less Attack.,Minion,,,,
Richard Wright,,NEW1_007,Classic,True,5.0,86,,,Is the sky falling?  Yes.  Yes it is.,,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/NEW1_007.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/NEW1_007_premium.gif,enUS,,Starfall,Druid,,Rare,<b>Choose One -</b>\nDeal $5 damage to a minion; or $2 damage to all enemy minions.,Spell,,,,
Alex Horley Orlandelli,5.0,EX1_028,Classic,True,5.0,68,,Alliance,The wonderful thing about tigers is tigers are wonderful things!,5.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_028.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_028_premium.gif,enUS,[{'name': 'Stealth'}],Stranglethorn Tiger,Neutral,Beast,Common,<b>Stealth</b>,Minion,,,,
John Polidora,7.0,CS2_227,Classic,True,5.0,1122,,Horde,No Job is too big.  No fee is too big.,6.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/CS2_227.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CS2_227_premium.gif,enUS,[{'name': 'Aura'}],Venture Co. Mercenary,Neutral,,Common,Your minions cost (3) more.,Minion,,,,
James Ryman,4.0,EX1_067,Classic,True,6.0,281,,Neutral,"The Argent Dawn stands vigilant against the Scourge, as well as people who cut in line at coffee shops.",2.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_067.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_067_premium.gif,enUS,"[{'name': 'Charge'}, {'name': 'Divine Shield'}]",Argent Commander,Neutral,,Rare,<b>Charge</b>\n<b>Divine Shield</b>,Minion,,,,
Alex Garner,,EX1_384,Classic,True,6.0,1174,,Neutral,Wham! Wham! Wham! Wham! Wham! Wham! Wham! Wham!,,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_384.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_384_premium.gif,enUS,[{'name': 'ImmuneToSpellpower'}],Avenging Wrath,Paladin,,Epic,Deal $8 damage randomly split among all enemies.,Spell,,,,
Chris Seaman,,CS2_028,Classic,True,6.0,457,,Neutral,This spell can be very Entertaining.,,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/CS2_028.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CS2_028_premium.gif,enUS,[{'name': 'Freeze'}],Blizzard,Mage,,Rare,Deal $2 damage to all enemy minions and <b>Freeze</b> them.,Spell,,,,
Chippy,4.0,EX1_091,Classic,True,6.0,272,,Neutral,You never know who may be secretly working for the Cabal....,5.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_091.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_091_premium.gif,enUS,[{'name': 'Battlecry'}],Cabal Shadow Priest,Priest,,Epic,<b>Battlecry:</b> Take control of an enemy minion that has 2 or less Attack.,Minion,,,,
Wayne Reynolds,4.0,EX1_110,Classic,True,6.0,420,,Alliance,"Cairne was killed by Garrosh, so... don't put this guy in a Warrior deck.  It's pretty insensitive.",5.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_110.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_110_premium.gif,enUS,[{'name': 'Deathrattle'}],Cairne Bloodhoof,Neutral,,Legendary,<b>Deathrattle:</b> Summon a 4/5 Baine Bloodhoof.,Minion,True,,,
Dan Scott,5.0,EX1_283,Classic,True,6.0,512,,Neutral,When a Water elemental and an Ice elemental love each other VERY much...,5.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_283.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_283_premium.gif,enUS,"[{'name': 'Battlecry'}, {'name': 'Freeze'}]",Frost Elemental,Neutral,Elemental,Common,<b>Battlecry:</b> <b>Freeze</b> a_character.,Minion,,,,
Matt Dixon,4.0,EX1_095,Classic,True,6.0,932,,Neutral,"He used to run the black market auction house, but there was just too much violence and he had to move.",4.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_095.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_095_premium.gif,enUS,,Gadgetzan Auctioneer,Neutral,,Rare,"Whenever you cast a spell, draw a card.",Minion,,,,
Laurel Austin,4.0,NEW1_040,Classic,True,6.0,640,,,"Hogger is super powerful. If you kill him, it's because he <i>let</i> you.",4.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/NEW1_040.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/NEW1_040_premium.gif,enUS,[{'name': 'Taunt'}],Hogger,Neutral,,Legendary,"At the end of your turn, summon a 2/2 Gnoll with_<b>Taunt</b>.",Minion,True,,,
Miguel Coimbra,,EX1_624,Classic,True,6.0,1365,,,Often followed by Holy Smokes!,,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_624.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_624_premium.gif,enUS,,Holy Fire,Priest,,Rare,Deal $5 damage. Restore #5 Health to your hero.,Spell,,,,
Alex Horley Orlandelli,7.0,EX1_614,Classic,True,6.0,556,,Neutral,"Illidan's brother, Malfurion, imprisoned him beneath Hyjal for 10,000 years.  Stormrages are not good at letting go of grudges.",5.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_614.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_614_premium.gif,enUS,,Illidan Stormrage,Neutral,Demon,Legendary,"Whenever you play a card, summon a 2/1 Flame of_Azzinoth.",Minion,True,,,
Dave Allsop,5.0,NEW1_005,Classic,True,6.0,287,,,He just wants people to see his vacation photos.,3.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/NEW1_005.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/NEW1_005_premium.gif,enUS,[{'name': 'Combo'}],Kidnapper,Rogue,,Epic,<b>Combo:</b> Return a minion to_its owner's hand.,Minion,,,,
Terese Nielsen,,EX1_164,Classic,True,6.0,95,,Neutral,"Druids take nourishment from many things: the power of nature, the songbird's chirp, a chocolate cake.",,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_164.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_164_premium.gif,enUS,,Nourish,Druid,,Rare,<b>Choose One -</b> Gain 2_Mana Crystals; or Draw 3 cards.,Spell,,,,
Dan Scott,5.0,EX1_583,Classic,True,6.0,424,,Neutral,"If she threatens to ""moon"" you, it's not what you think.",4.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_583.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_583_premium.gif,enUS,[{'name': 'Battlecry'}],Priestess of Elune,Neutral,,Common,<b>Battlecry:</b> Restore #4 Health to your hero.,Minion,,,,
Milivoj Ceran,6.0,EX1_534,Classic,True,6.0,1261,,,"In the jungle, the mighty jungle, the lion gets slowly consumed by hyenas.",5.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_534.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_534_premium.gif,enUS,[{'name': 'Deathrattle'}],Savannah Highmane,Hunter,Beast,Rare,<b>Deathrattle:</b> Summon two 2/2 Hyenas.,Minion,,,,
Tyler Walpole,,EX1_309,Classic,True,6.0,1100,,Neutral,You probably should avoid siphoning your own soul.  You might create some kind of weird infinite loop.,,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_309.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_309_premium.gif,enUS,,Siphon Soul,Warlock,,Rare,Destroy a minion. Restore #3 Health to_your hero.,Spell,,,,
Andrea Uderzo,4.0,EX1_032,Classic,True,6.0,759,,Alliance,She doesn’t ACTUALLY walk on the Sun.  It's just a name.  Don’t worry!,5.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_032.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_032_premium.gif,enUS,"[{'name': 'Taunt'}, {'name': 'Divine Shield'}]",Sunwalker,Neutral,,Rare,<b>Taunt</b>\n<b>Divine Shield</b>,Minion,,,,
Daren Bader,6.0,EX1_623,Classic,True,6.0,1364,,,He also moonlights Thursday nights as a bouncer at the Pig and Whistle Tavern.,6.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_623.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_623_premium.gif,enUS,[{'name': 'Battlecry'}],Temple Enforcer,Priest,,Common,<b>Battlecry:</b> Give a friendly minion +3 Health.,Minion,,,,
Glenn Rane,9.0,EX1_577,Classic,True,6.0,962,,Neutral,He lives in Blackrock Mountain.  He eats Gnomes.  That's pretty much it.,7.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_577.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_577_premium.gif,enUS,[{'name': 'Deathrattle'}],The Beast,Neutral,Beast,Legendary,<b>Deathrattle:</b> Summon a 3/3 Finkle Einhorn for your opponent.,Minion,True,,,
Alex Horley Orlandelli,4.0,EX1_002,Classic,True,6.0,1656,,,He was sent by the Lich King to disrupt the Argent Tournament.   We can pretty much mark that a failure.,5.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_002.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_002_premium.gif,enUS,"[{'name': 'Taunt'}, {'name': 'Battlecry'}]",The Black Knight,Neutral,,Legendary,<b>Battlecry:</b> Destroy an enemy minion with <b>Taunt</b>.,Minion,True,,,
Luke Mancini,4.0,EX1_033,Classic,True,6.0,567,,Alliance,Harpies are not pleasant sounding.  That's the nicest I can put it.,5.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_033.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_033_premium.gif,enUS,[{'name': 'Windfury'}],Windfury Harpy,Neutral,,Common,<b>Windfury</b>,Minion,,,,
Patrik Hjelm,5.0,NEW1_008,Classic,True,7.0,920,,,"Go ahead, carve your initials in him.",5.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/NEW1_008.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/NEW1_008_premium.gif,enUS,,Ancient of Lore,Druid,,Epic,<b>Choose One -</b> Draw a card; or Restore #5 Health.,Minion,,,,
Sean O’Daniels,5.0,EX1_178,Classic,True,7.0,1035,,Neutral,"Young Night Elves love to play ""Who can get the Ancient of War to Uproot?""  You lose if you get crushed to death.",5.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_178.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_178_premium.gif,enUS,[{'name': 'Taunt'}],Ancient of War,Druid,,Epic,<b>Choose One -</b>\n+5 Attack; or +5 Health and <b>Taunt</b>.,Minion,,,,
Wayne Reynolds,5.0,EX1_559,Classic,True,7.0,1080,,Neutral,"Antonidas was the Grand Magus of the Kirin Tor, and Jaina's mentor.  This was a big step up from being Grand Magus of Jelly Donuts.",7.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_559.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_559_premium.gif,enUS,,Archmage Antonidas,Mage,,Legendary,"Whenever you cast a spell, add a 'Fireball' spell to_your hand.",Minion,True,,,
Ian Ameling,7.0,EX1_249,Classic,True,7.0,336,,Neutral,"Baron Geddon was Ragnaros's foremost lieutenant, until he got FIRED.",5.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_249.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_249_premium.gif,enUS,,Baron Geddon,Neutral,Elemental,Legendary,"At the end of your turn, deal 2 damage to ALL other characters.",Minion,True,,,
Peter C. Lee,5.0,DS1_188,Classic,True,7.0,311,2.0,Neutral,The longbow allows shots to be fired from farther away and is useful for firing on particularly odorous targets.,,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/DS1_188.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/DS1_188_premium.gif,enUS,,Gladiator's Longbow,Hunter,,Epic,Your hero is <b>Immune</b> while attacking.,Weapon,,,,
Zoltan & Gabor,7.0,EX1_411,Classic,True,7.0,810,1.0,Neutral,Grommash Hellscream's famous axe.  Somehow this ended up in Prince Malchezaar's possession.  Quite the mystery!,,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_411.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_411_premium.gif,enUS,,Gorehowl,Warrior,,Epic,Attacking a minion costs 1 Attack instead of 1 Durability.,Weapon,,,,
Wei Wang,7.0,EX1_350,Classic,True,7.0,9,,Neutral,"He's been exiled from his home, and all his brothers turned evil, but otherwise he doesn't have a lot to complain about.",7.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_350.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_350_premium.gif,enUS,,Prophet Velen,Priest,,Legendary,Double the damage and healing of your spells and Hero Power.,Minion,True,,,
Ralph Horsley,7.0,CS2_161,Classic,True,7.0,134,,Alliance,"Just mail him a package with a name and 10,000 gold.  He'll take care of the rest.",5.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/CS2_161.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CS2_161_premium.gif,enUS,[{'name': 'Stealth'}],Ravenholdt Assassin,Neutral,,Rare,<b>Stealth</b>,Minion,,,,
Raymond Swanland,3.0,NEW1_010,Classic,True,8.0,32,,,He is the weakest of the four Elemental Lords.  And the other three don't let him forget it.,5.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/NEW1_010.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/NEW1_010_premium.gif,enUS,"[{'name': 'Charge'}, {'name': 'Divine Shield'}, {'name': 'Windfury'}, {'name': 'Taunt'}]",Al'Akir the Windlord,Shaman,Elemental,Legendary,"<b>Charge, Divine Shield, Taunt, Windfury</b>",Minion,True,,,
Glenn Rane,4.0,EX1_414,Classic,True,8.0,338,,Neutral,"Grommash drank the tainted blood of Mannoroth, dooming the orcs to green skin and red eyes!  Maybe not his best decision.",9.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_414.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_414_premium.gif,enUS,[{'name': 'Charge'}],Grommash Hellscream,Warrior,,Legendary,<b>Charge</b>\nHas +6 Attack while damaged.,Minion,True,,,
Kev Walker,7.0,NEW1_038,Classic,True,8.0,526,,,"He's Gruul ""the Dragonkiller"".  He just wanted to cuddle them… he never meant to…",7.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/NEW1_038.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/NEW1_038_premium.gif,enUS,,Gruul,Neutral,,Legendary,"At the end of each turn, gain +1/+1 .",Minion,True,,,
Raymond Swanland,,EX1_354,Classic,True,8.0,594,,Neutral,A grammatically awkward life saver.,,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_354.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_354_premium.gif,enUS,,Lay on Hands,Paladin,,Epic,Restore #8 Health. Draw_3 cards.,Spell,,,,
Brom,6.0,EX1_383,Classic,True,8.0,890,,Neutral,"If you haven't heard the Tirion Fordring theme song, it's because it doesn't exist.",6.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_383.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_383_premium.gif,enUS,"[{'name': 'Divine Shield'}, {'name': 'Taunt'}, {'name': 'Deathrattle'}]",Tirion Fordring,Paladin,,Legendary,"<b><b>Divine Shield</b>,</b> <b>Taunt</b> <b>Deathrattle:</b> Equip a 5/3_Ashbringer.",Minion,True,,,
Dave Allsop,,EX1_312,Classic,True,8.0,859,,Neutral,The Twisting Nether is a formless place of magic and illusion and destroyed minions.,,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_312.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_312_premium.gif,enUS,,Twisting Nether,Warlock,,Epic,Destroy all minions.,Spell,,,,
Raymond Swanland,8.0,EX1_561,Classic,True,9.0,581,,Neutral,Alexstrasza the Life-Binder brings life and hope to everyone.  Except Deathwing.  And Malygos.  And Nekros.,8.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_561.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_561_premium.gif,enUS,[{'name': 'Battlecry'}],Alexstrasza,Neutral,Dragon,Legendary,<b>Battlecry:</b> Set a hero's remaining Health to 15.,Minion,True,,,
Alex Horley Orlandelli,5.0,EX1_573,Classic,True,9.0,36,,Neutral,"Yes, he's a demigod. No, he doesn't need to wear a shirt.",8.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_573.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_573_premium.gif,enUS,[{'name': 'Taunt'}],Cenarius,Druid,,Legendary,<b>Choose One -</b> Give your other minions +2/+2; or Summon two 2/2 Treants with <b>Taunt</b>.,Minion,True,,,
Alex Horley Orlandelli,8.0,EX1_543,Classic,True,9.0,1144,,Neutral,The best defense against King Krush is to have someone you don’t like standing in front of you.,8.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_543.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_543_premium.gif,enUS,[{'name': 'Charge'}],King Krush,Hunter,Beast,Legendary,<b>Charge</b>,Minion,True,,,
Alex Horley Orlandelli,3.0,EX1_323,Classic,True,9.0,777,,,"""TRIFLING GNOME! YOUR ARROGANCE WILL BE YOUR UNDOING!!!!""",15.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_323.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_323_premium.gif,enUS,[{'name': 'Battlecry'}],Lord Jaraxxus,Warlock,Demon,Legendary,<b>Battlecry:</b> Destroy your hero and replace it with Lord Jaraxxus.,Minion,True,,,
Michael Komarck,4.0,EX1_563,Classic,True,9.0,436,,Neutral,Malygos hates it when mortals use magic.  He gets so mad!,12.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_563.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_563_premium.gif,enUS,[{'name': 'Spell Damage'}],Malygos,Neutral,Dragon,Legendary,<b>Spell Damage +5</b>,Minion,True,,,
James Ryman,8.0,EX1_560,Classic,True,9.0,411,,Neutral,Time to write some flavor text.,8.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_560.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_560_premium.gif,enUS,,Nozdormu,Neutral,Dragon,Legendary,Players only have 15 seconds to take their_turns.,Minion,True,,,
Dany Orizio,8.0,EX1_562,Classic,True,9.0,363,,Neutral,Onyxia long manipulated the Stormwind Court by disguising herself as Lady Katrana Prestor.   You would have thought that the giant wings and scales would have been a giveaway.,8.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_562.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_562_premium.gif,enUS,[{'name': 'Battlecry'}],Onyxia,Neutral,Dragon,Legendary,<b>Battlecry:</b> Summon 1/1 Whelps until your side of the battlefield is full.,Minion,True,,,
Gabor Szikszai,4.0,EX1_572,Classic,True,9.0,1186,,Neutral,"Ysera rules the Emerald Dream.  Which is some kind of green-mirror-version of the real world, or something?",12.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_572.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_572_premium.gif,enUS,,Ysera,Neutral,Dragon,Legendary,"At the end of your turn, add_a Dream Card to_your hand.",Minion,True,,,
Bernie Kang,12.0,NEW1_030,Classic,True,10.0,834,,,"Once a noble dragon known as Neltharion, Deathwing lost his mind and shattered Azeroth before finally being defeated.  Daddy issues?",12.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/NEW1_030.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/NEW1_030_premium.gif,enUS,[{'name': 'Battlecry'}],Deathwing,Neutral,Dragon,Legendary,<b>Battlecry:</b> Destroy all other minions and discard your_hand.,Minion,True,,,
Luca Zontini,,EX1_279,Classic,True,10.0,1087,,Neutral,Take the time for an evil laugh after you draw this card.,,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_279.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_279_premium.gif,enUS,,Pyroblast,Mage,,Epic,Deal $10 damage.,Spell,,,,
Svetlin Velinov,8.0,EX1_586,Classic,True,10.0,211,,Neutral,See?  Giant.,8.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_586.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_586_premium.gif,enUS,,Sea Giant,Neutral,,Epic,Costs (1) less for each other minion on the battlefield.,Minion,,,,
