attack,cardId,cardSet,cost,durability,faction,health,mechanics,name,playerClass,race,rarity,text,type,armor,attack_true,durability_true,health_true,armor_true
7.0,NEW1_038,Classic,8.0,,Neutral,7.0,,Gruul,Neutral,General,Legendary,"At the end of each turn, gain +1/+1 .",Minion,,1,0,1,0
,EX1_354,Classic,8.0,,Neutral,,,Lay on Hands,Paladin,General,Epic,Restore #8 Health. Draw_3 cards.,Spell,,0,0,0,0
6.0,EX1_383,Classic,8.0,,Neutral,6.0,"[{'name': 'Divine Shield'}, {'name': 'Taunt'}, {'name': 'Deathrattle'}]",Tirion Fordring,Paladin,General,Legendary,"<b><b>Divine Shield</b>,</b> <b>Taunt</b> <b>Deathrattle:</b> Equip a 5/3_Ashbringer.",Minion,,1,0,1,0
,EX1_312,Classic,8.0,,Neutral,,,Twisting Nether,Warlock,General,Epic,Destroy all minions.,Spell,,0,0,0,0
8.0,EX1_561,Classic,9.0,,Neutral,8.0,[{'name': 'Battlecry'}],Alexstrasza,Neutral,Dragon,Legendary,<b>Battlecry:</b> Set a hero's remaining Health to 15.,Minion,,1,0,1,0
5.0,EX1_573,Classic,9.0,,Neutral,8.0,[{'name': 'Taunt'}],Cenarius,Druid,General,Legendary,<b>Choose One -</b> Give your other minions +2/+2; or Summon two 2/2 Treants with <b>Taunt</b>.,Minion,,1,0,1,0
8.0,EX1_543,Classic,9.0,,Neutral,8.0,[{'name': 'Charge'}],King Krush,Hunter,Beast,Legendary,<b>Charge</b>,Minion,,1,0,1,0
3.0,EX1_323,Classic,9.0,,Neutral,15.0,[{'name': 'Battlecry'}],Lord Jaraxxus,Warlock,Demon,Legendary,<b>Battlecry:</b> Destroy your hero and replace it with Lord Jaraxxus.,Minion,,1,0,1,0
4.0,EX1_563,Classic,9.0,,Neutral,12.0,[{'name': 'Spell Damage'}],Malygos,Neutral,Dragon,Legendary,<b>Spell Damage +5</b>,Minion,,1,0,1,0
8.0,EX1_560,Classic,9.0,,Neutral,8.0,,Nozdormu,Neutral,Dragon,Legendary,Players only have 15 seconds to take their_turns.,Minion,,1,0,1,0
8.0,EX1_562,Classic,9.0,,Neutral,8.0,[{'name': 'Battlecry'}],Onyxia,Neutral,Dragon,Legendary,<b>Battlecry:</b> Summon 1/1 Whelps until your side of the battlefield is full.,Minion,,1,0,1,0
4.0,EX1_572,Classic,9.0,,Neutral,12.0,,Ysera,Neutral,Dragon,Legendary,"At the end of your turn, add_a Dream Card to_your hand.",Minion,,1,0,1,0
12.0,NEW1_030,Classic,10.0,,Neutral,12.0,[{'name': 'Battlecry'}],Deathwing,Neutral,Dragon,Legendary,<b>Battlecry:</b> Destroy all other minions and discard your_hand.,Minion,,1,0,1,0
,EX1_279,Classic,10.0,,Neutral,,,Pyroblast,Mage,General,Epic,Deal $10 damage.,Spell,,0,0,0,0
8.0,EX1_586,Classic,10.0,,Neutral,8.0,,Sea Giant,Neutral,General,Epic,Costs (1) less for each other minion on the battlefield.,Minion,,1,0,1,0
8.0,EX1_105,Classic,12.0,,Neutral,8.0,,Mountain Giant,Neutral,Elemental,Epic,Costs (1) less for each other card in your hand.,Minion,,1,0,1,0
,EX1_128,Hall of Fame,1.0,,Neutral,,[{'name': 'Stealth'}],Conceal,Rogue,General,Common,Give your minions <b>Stealth</b> until your next_turn.,Spell,,0,0,0,0
,CS2_031,Hall of Fame,1.0,,Neutral,,[{'name': 'Freeze'}],Ice Lance,Mage,General,Common,"<b>Freeze</b> a character. If it was already <b>Frozen</b>, deal $4 damage instead.",Spell,,0,0,0,0
,EX1_161,Hall of Fame,1.0,,Neutral,,,Naturalize,Druid,General,Common,Destroy a minion.\nYour opponent draws 2_cards.,Spell,,0,0,0,0
,EX1_316,Hall of Fame,1.0,,Neutral,,,Power Overwhelming,Warlock,General,Common,"Give a friendly minion +4/+4 until end of turn. Then, it dies. Horribly.",Spell,,0,0,0,0
1.0,NEW1_016,Hall of Fame,2.0,,Neutral,1.0,[{'name': 'Battlecry'}],Captain's Parrot,Neutral,Beast,Epic,<b>Battlecry:</b> Draw a Pirate from your deck.,Minion,,1,0,1,0
2.0,GIL_530,Hall of Fame,2.0,,Neutral,3.0,[{'name': 'Battlecry'}],Murkspark Eel,Shaman,Beast,Rare,"<b>Battlecry:</b> If your deck has only even-Cost cards, deal_2 damage.",Minion,,1,0,1,0
3.0,GIL_838,Hall of Fame,3.0,,Neutral,3.0,"[{'name': 'Battlecry'}, {'name': 'Spell Damage'}]",Black Cat,Mage,Beast,Common,"<b>Spell Damage +1</b>\n <b>Battlecry:</b> If your deck has only odd-Cost cards, draw a card.",Minion,,1,0,1,0
2.0,EX1_050,Hall of Fame,3.0,,Neutral,2.0,[{'name': 'Battlecry'}],Coldlight Oracle,Neutral,Murloc,Rare,<b>Battlecry:</b> Each player draws 2 cards.,Minion,,1,0,1,0
,EX1_349,Hall of Fame,3.0,,Neutral,,,Divine Favor,Paladin,General,Rare,Draw cards until you have as many in hand as your opponent.,Spell,,0,0,0,0
,EX1_295,Hall of Fame,3.0,,Neutral,,[{'name': 'Secret'}],Ice Block,Mage,General,Epic,"<b>Secret:</b> When your hero takes fatal damage, prevent it and become <b>Immune</b> this turn.",Spell,,0,0,0,0
2.0,EX1_062,Hall of Fame,4.0,,Neutral,4.0,[{'name': 'Charge'}],Old Murk-Eye,Neutral,Murloc,Legendary,<b>Charge</b>. Has +1 Attack for each other Murloc on the battlefield.,Minion,,1,0,1,0
4.0,EX1_284,Hall of Fame,5.0,,Neutral,4.0,"[{'name': 'Spell Damage'}, {'name': 'Battlecry'}]",Azure Drake,Neutral,Dragon,Rare,<b>Spell Damage +1</b>\n<b>Battlecry:</b> Draw a card.,Minion,,1,0,1,0
5.0,EX1_310,Hall of Fame,5.0,,Neutral,7.0,"[{'name': 'Charge'}, {'name': 'Battlecry'}]",Doomguard,Warlock,Demon,Rare,<b>Charge</b>. <b>Battlecry:</b> Discard two random cards.,Minion,,1,0,1,0
5.0,PRO_001,Hall of Fame,5.0,,Neutral,5.0,[{'name': 'Battlecry'}],Elite Tauren Chieftain,Neutral,General,Legendary,<b>Battlecry:</b> Give both players the power to ROCK! (with a Power Chord card),Minion,,1,0,1,0
4.0,GIL_837,Hall of Fame,5.0,,Neutral,4.0,[{'name': 'Battlecry'}],Glitter Moth,Priest,Beast,Epic,"<b>Battlecry:</b> If your deck has only odd-Cost cards, double the Health of your other minions.",Minion,,1,0,1,0
2.0,GIL_130,Hall of Fame,5.0,,Neutral,6.0,"[{'name': 'Taunt'}, {'name': 'Battlecry'}]",Gloom Stag,Druid,Beast,Epic,"<b>Taunt</b>\n<b>Battlecry:</b> If your deck has only odd-Cost cards, gain +2/+2.",Minion,,1,0,1,0
6.0,EX1_112,Hall of Fame,6.0,,Alliance,6.0,[{'name': 'Battlecry'}],Gelbin Mekkatorque,Neutral,General,Legendary,<b>Battlecry:</b> Summon an AWESOME invention.,Minion,,1,0,1,0
6.0,GIL_692,Hall of Fame,6.0,,Neutral,5.0,,Genn Greymane,Neutral,General,Legendary,"[x]<b>Start of Game:</b>\nIf your deck has only even-\nCost cards, your starting\nHero Power costs (1).",Minion,,1,0,1,0
5.0,EX1_016,Hall of Fame,6.0,,Neutral,5.0,[{'name': 'Deathrattle'}],Sylvanas Windrunner,Neutral,General,Legendary,<b>Deathrattle:</b> Take\ncontrol of a random\nenemy minion.,Minion,,1,0,1,0
8.0,EX1_298,Hall of Fame,8.0,,Neutral,8.0,,Ragnaros the Firelord,Neutral,Elemental,Legendary,"Can't attack. At the end of your turn, deal 8 damage to a random enemy.",Minion,,1,0,1,0
7.0,GIL_826,Hall of Fame,9.0,,Neutral,8.0,,Baku the Mooneater,Neutral,Beast,Legendary,"[x]<b>Start of Game:</b>\nIf your deck has only odd-\nCost cards, upgrade\nyour Hero Power.",Minion,,1,0,1,0
8.0,EX1_620,Hall of Fame,20.0,,Neutral,8.0,,Molten Giant,Neutral,Elemental,Epic,Costs (1) less for each damage your hero has taken.,Minion,,1,0,1,0
,FP1_020,Naxxramas,1.0,,Neutral,,[{'name': 'Secret'}],Avenge,Paladin,General,Common,"<b>Secret:</b> When one of your minions dies, give a random friendly minion +3/+2.",Spell,,0,0,0,0
1.0,FP1_028,Naxxramas,1.0,,Neutral,2.0,[{'name': 'Deathrattle'}],Undertaker,Neutral,General,Common,"Whenever you summon a minion with <b>Deathrattle</b>, gain +1 Attack.",Minion,,1,0,1,0
1.0,FP1_011,Naxxramas,1.0,,Neutral,1.0,[{'name': 'Deathrattle'}],Webspinner,Hunter,Beast,Common,<b>Deathrattle:</b> Add a random Beast card to your hand.,Minion,,1,0,1,0
2.0,FP1_001,Naxxramas,1.0,,Neutral,3.0,[{'name': 'Deathrattle'}],Zombie Chow,Neutral,General,Common,<b>Deathrattle:</b> Restore #5 Health to the enemy hero.,Minion,,1,0,1,0
1.0,FP1_003,Naxxramas,2.0,,Neutral,2.0,[{'name': 'Battlecry'}],Echoing Ooze,Neutral,General,Epic,<b>Battlecry:</b> Summon an exact copy of this minion at the end of the turn.,Minion,,1,0,1,0
1.0,FP1_002,Naxxramas,2.0,,Neutral,2.0,[{'name': 'Deathrattle'}],Haunted Creeper,Neutral,Beast,Common,<b>Deathrattle:</b> Summon two 1/1 Spectral Spiders.,Minion,,1,0,1,0
2.0,FP1_004,Naxxramas,2.0,,Neutral,2.0,"[{'name': 'Secret'}, {'name': 'Deathrattle'}]",Mad Scientist,Neutral,General,Common,<b>Deathrattle:</b> Put a <b>Secret</b> from your deck into the battlefield.,Minion,,1,0,1,0
1.0,FP1_017,Naxxramas,2.0,,Neutral,4.0,"[{'name': 'Battlecry'}, {'name': 'Aura'}]",Nerub'ar Weblord,Neutral,General,Common,Minions with <b>Battlecry</b> cost (2) more.,Minion,,1,0,1,0
0.0,FP1_007,Naxxramas,2.0,,Neutral,2.0,[{'name': 'Deathrattle'}],Nerubian Egg,Neutral,General,Rare,<b>Deathrattle:</b> Summon a 4/4 Nerubian.,Minion,,1,0,1,0
,FP1_025,Naxxramas,2.0,,Neutral,,,Reincarnate,Shaman,General,Common,"Destroy a minion, then return it to life with full Health.",Spell,,0,0,0,0
1.0,FP1_024,Naxxramas,2.0,,Neutral,3.0,"[{'name': 'Taunt'}, {'name': 'Deathrattle'}]",Unstable Ghoul,Neutral,General,Common,<b>Taunt</b>. <b>Deathrattle:</b> Deal 1 damage to all minions.,Minion,,1,0,1,0
4.0,FP1_029,Naxxramas,3.0,,Neutral,4.0,[{'name': 'Deathrattle'}],Dancing Swords,Neutral,General,Common,<b>Deathrattle:</b> Your opponent draws a card.,Minion,,1,0,1,0
3.0,FP1_023,Naxxramas,3.0,,Neutral,4.0,[{'name': 'Deathrattle'}],Dark Cultist,Priest,General,Common,<b>Deathrattle:</b> Give a random friendly minion +3 Health.,Minion,,1,0,1,0
2.0,FP1_009,Naxxramas,3.0,,Neutral,8.0,"[{'name': 'Deathrattle'}, {'name': 'Taunt'}]",Deathlord,Neutral,General,Rare,<b>Taunt. Deathrattle:</b> Your opponent puts a minion from their deck into the battlefield.,Minion,,1,0,1,0
,FP1_018,Naxxramas,3.0,,Neutral,,[{'name': 'Secret'}],Duplicate,Mage,General,Common,"<b>Secret:</b> When a friendly minion dies, put 2 copies of it into your hand.",Spell,,0,0,0,0
2.0,FP1_005,Naxxramas,3.0,,Neutral,2.0,[{'name': 'Stealth'}],Shade of Naxxramas,Neutral,General,Epic,"<b>Stealth.</b> At the start of your turn, gain +1/+1.",Minion,,1,0,1,0
1.0,FP1_027,Naxxramas,3.0,,Neutral,4.0,,Stoneskin Gargoyle,Neutral,General,Common,"At the start of your turn, restore this minion to full Health.",Minion,,1,0,1,0
5.0,FP1_026,Naxxramas,4.0,,Neutral,5.0,[{'name': 'Deathrattle'}],Anub'ar Ambusher,Rogue,General,Common,<b>Deathrattle:</b> Return a random friendly minion to your hand.,Minion,,1,0,1,0
1.0,FP1_031,Naxxramas,4.0,,Neutral,7.0,"[{'name': 'Deathrattle'}, {'name': 'Aura'}]",Baron Rivendare,Neutral,General,Legendary,Your minions trigger their <b>Deathrattles</b> twice.,Minion,,1,0,1,0
4.0,FP1_021,Naxxramas,4.0,2.0,Neutral,,[{'name': 'Deathrattle'}],Death's Bite,Warrior,General,Common,<b>Deathrattle:</b> Deal 1 damage to all minions.,Weapon,,1,1,0,0
,FP1_019,Naxxramas,4.0,,Neutral,,,Poison Seeds,Druid,General,Common,Destroy all minions and summon 2/2 Treants to replace them.,Spell,,0,0,0,0
3.0,FP1_022,Naxxramas,4.0,,Neutral,4.0,[{'name': 'Deathrattle'}],Voidcaller,Warlock,Demon,Common,<b>Deathrattle:</b> Put a random Demon from your hand into the battlefield.,Minion,,1,0,1,0
3.0,FP1_016,Naxxramas,4.0,,Neutral,5.0,"[{'name': 'Silence'}, {'name': 'Battlecry'}]",Wailing Soul,Neutral,General,Rare,<b>Battlecry: Silence</b> your other minions.,Minion,,1,0,1,0
4.0,FP1_015,Naxxramas,5.0,,Neutral,7.0,[{'name': 'Deathrattle'}],Feugen,Neutral,General,Legendary,"<b>Deathrattle:</b> If Stalagg also died this game, summon Thaddius.",Minion,,1,0,1,0
5.0,FP1_030,Naxxramas,5.0,,Neutral,5.0,[{'name': 'Battlecry'}],Loatheb,Neutral,General,Legendary,<b>Battlecry:</b> Enemy spells cost (5) more next turn.,Minion,,1,0,1,0
3.0,FP1_012,Naxxramas,5.0,,Neutral,5.0,"[{'name': 'Taunt'}, {'name': 'Deathrattle'}]",Sludge Belcher,Neutral,General,Rare,<b>Taunt\nDeathrattle:</b> Summon a 1/2 Slime with <b>Taunt</b>.,Minion,,1,0,1,0
4.0,FP1_008,Naxxramas,5.0,,Neutral,6.0,,Spectral Knight,Neutral,General,Common,Can't be targeted by spells or Hero Powers.,Minion,,1,0,1,0
7.0,FP1_014,Naxxramas,5.0,,Neutral,4.0,[{'name': 'Deathrattle'}],Stalagg,Neutral,General,Legendary,"<b>Deathrattle:</b> If Feugen also died this game, summon Thaddius.",Minion,,1,0,1,0
2.0,FP1_010,Naxxramas,6.0,,Neutral,8.0,[{'name': 'Poisonous'}],Maexxna,Neutral,Beast,Legendary,<b>Poisonous</b>,Minion,,1,0,1,0
6.0,FP1_013,Naxxramas,8.0,,Neutral,8.0,,Kel'Thuzad,Neutral,General,Legendary,"At the end of each turn, summon all friendly minions that died this turn.",Minion,,1,0,1,0
0.0,GVG_093,Goblins vs Gnomes,0.0,,Neutral,2.0,[{'name': 'Taunt'}],Target Dummy,Neutral,Mech,Rare,<b>Taunt</b>,Minion,,1,0,1,0
2.0,GVG_082,Goblins vs Gnomes,1.0,,Neutral,1.0,[{'name': 'Deathrattle'}],Clockwork Gnome,Neutral,Mech,Common,<b>Deathrattle:</b> Add a <b>Spare Part</b> card to your hand.,Minion,,1,0,1,0
1.0,GVG_013,Goblins vs Gnomes,1.0,,Neutral,2.0,,Cogmaster,Neutral,General,Common,Has +2 Attack while you have a Mech.,Minion,,1,0,1,0
,GVG_012,Goblins vs Gnomes,1.0,,Neutral,,,Light of the Naaru,Priest,General,Rare,"Restore #3 Health. If the target is still damaged, summon a Lightwarden.",Spell,,0,0,0,0
2.0,GVG_009,Goblins vs Gnomes,1.0,,Neutral,1.0,[{'name': 'Battlecry'}],Shadowbomber,Priest,General,Epic,<b>Battlecry:</b> Deal 3 damage to each hero.,Minion,,1,0,1,0
1.0,GVG_051,Goblins vs Gnomes,1.0,,Neutral,3.0,,Warbot,Warrior,Mech,Common,Has +1 Attack while damaged.,Minion,,1,0,1,0
1.0,GVG_085,Goblins vs Gnomes,2.0,,Neutral,2.0,"[{'name': 'Taunt'}, {'name': 'Divine Shield'}]",Annoy-o-Tron,Neutral,Mech,Common,<b>Taunt</b>\n<b>Divine Shield</b>,Minion,,1,0,1,0
2.0,GVG_030,Goblins vs Gnomes,2.0,,Neutral,2.0,[{'name': 'Taunt'}],Anodized Robo Cub,Druid,Mech,Common,<b>Taunt</b>. <b>Choose One -</b>\n+1 Attack; or +1 Health.,Minion,,1,0,1,0
,GVG_017,Goblins vs Gnomes,2.0,,Neutral,,,Call Pet,Hunter,General,Rare,"Draw a card.\nIf it's a Beast, it costs (4) less.",Spell,,0,0,0,0
,GVG_038,Goblins vs Gnomes,2.0,,Neutral,,[{'name': 'Overload'}],Crackle,Shaman,General,Common,Deal $3-$6 damage. <b>Overload:</b> (1),Spell,,0,0,0,0
,GVG_015,Goblins vs Gnomes,2.0,,Neutral,,,Darkbomb,Warlock,General,Common,Deal $3 damage.,Spell,,0,0,0,0
1.0,GVG_076,Goblins vs Gnomes,2.0,,Neutral,1.0,[{'name': 'Deathrattle'}],Explosive Sheep,Neutral,Mech,Common,<b>Deathrattle:</b> Deal 2 damage to all minions.,Minion,,1,0,1,0
,GVG_026,Goblins vs Gnomes,2.0,,Neutral,,[{'name': 'Deathrattle'}],Feign Death,Hunter,General,Epic,Trigger all <b>Deathrattles</b> on your minions.,Spell,,0,0,0,0
,GVG_001,Goblins vs Gnomes,2.0,,Neutral,,,Flamecannon,Mage,General,Common,Deal $4 damage to a random enemy minion.,Spell,,0,0,0,0
2.0,GVG_081,Goblins vs Gnomes,2.0,,Neutral,3.0,[{'name': 'Stealth'}],Gilblin Stalker,Neutral,General,Common,<b>Stealth</b>,Minion,,1,0,1,0
2.0,GVG_043,Goblins vs Gnomes,2.0,2.0,Neutral,,[{'name': 'Battlecry'}],Glaivezooka,Hunter,General,Common,<b>Battlecry:</b> Give a random friendly minion +1 Attack.,Weapon,,1,1,0,0
3.0,GVG_023,Goblins vs Gnomes,2.0,,Neutral,2.0,[{'name': 'Battlecry'}],Goblin Auto-Barber,Rogue,Mech,Common,<b>Battlecry:</b> Give your weapon +1 Attack.,Minion,,1,0,1,0
2.0,GVG_006,Goblins vs Gnomes,2.0,,Neutral,3.0,[{'name': 'Aura'}],Mechwarper,Neutral,Mech,Common,Your Mechs cost (1) less.,Minion,,1,0,1,0
1.0,GVG_103,Goblins vs Gnomes,2.0,,Neutral,2.0,,Micro Machine,Neutral,Mech,Common,"At the start of each turn, gain +1 Attack.",Minion,,1,0,1,0
1.0,GVG_018,Goblins vs Gnomes,2.0,,Neutral,4.0,[{'name': 'Lifesteal'}],Mistress of Pain,Warlock,Demon,Rare,<b>Lifesteal</b>,Minion,,1,0,1,0
4.0,GVG_025,Goblins vs Gnomes,2.0,,Neutral,1.0,[{'name': 'Stealth'}],One-eyed Cheat,Rogue,Pirate,Rare,"Whenever you summon a Pirate, gain <b>Stealth</b>.",Minion,,1,0,1,0
3.0,GVG_064,Goblins vs Gnomes,2.0,,Neutral,2.0,,Puddlestomper,Neutral,Murloc,Common, ,Minion,,1,0,1,0
3.0,GVG_108,Goblins vs Gnomes,2.0,,Neutral,2.0,[{'name': 'Battlecry'}],Recombobulator,Neutral,General,Epic,<b>Battlecry:</b> Transform a friendly minion into a random minion with the same Cost.,Minion,,1,0,1,0
,GVG_057,Goblins vs Gnomes,2.0,,Neutral,,,Seal of Light,Paladin,General,Common,Restore #4 Health to your hero and gain +2 Attack this turn.,Spell,,0,0,0,0
2.0,GVG_072,Goblins vs Gnomes,2.0,,Neutral,3.0,,Shadowboxer,Priest,Mech,Rare,"Whenever a minion is healed, deal 1 damage to a random enemy.",Minion,,1,0,1,0
2.0,GVG_058,Goblins vs Gnomes,2.0,,Neutral,2.0,[{'name': 'Divine Shield'}],Shielded Minibot,Paladin,Mech,Common,<b>Divine Shield</b>,Minion,,1,0,1,0
2.0,GVG_075,Goblins vs Gnomes,2.0,,Neutral,3.0,,Ship's Cannon,Neutral,General,Common,"After you summon a Pirate, deal 2 damage to a random enemy.",Minion,,1,0,1,0
3.0,GVG_011,Goblins vs Gnomes,2.0,,Neutral,2.0,[{'name': 'Battlecry'}],Shrinkmeister,Priest,General,Common,<b>Battlecry:</b> Give a minion -2_Attack this turn.,Minion,,1,0,1,0
2.0,GVG_002,Goblins vs Gnomes,2.0,,Neutral,3.0,[{'name': 'Freeze'}],Snowchugger,Mage,Mech,Common,<b>Freeze</b> any character damaged by this minion.,Minion,,1,0,1,0
2.0,GVG_087,Goblins vs Gnomes,2.0,,Neutral,3.0,,Steamwheedle Sniper,Hunter,General,Epic,Your Hero Power can target minions.,Minion,,1,0,1,0
2.0,GVG_067,Goblins vs Gnomes,2.0,,Neutral,3.0,,Stonesplinter Trogg,Neutral,General,Common,"Whenever your opponent casts a spell, gain +1 Attack.",Minion,,1,0,1,0
,GVG_003,Goblins vs Gnomes,2.0,,Neutral,,,Unstable Portal,Mage,General,Rare,Add a random minion to your hand. It costs (3) less.,Spell,,0,0,0,0
0.0,GVG_039,Goblins vs Gnomes,2.0,,Neutral,3.0,,Vitality Totem,Shaman,Totem,Rare,"At the end of your turn, restore #4 Health to your hero.",Minion,,1,0,1,0
3.0,GVG_037,Goblins vs Gnomes,2.0,,Neutral,2.0,[{'name': 'Windfury'}],Whirling Zap-o-matic,Shaman,Mech,Common,<b>Windfury</b>,Minion,,1,0,1,0
,GVG_050,Goblins vs Gnomes,3.0,,Neutral,,,Bouncing Blade,Warrior,General,Epic,Deal $1 damage to a random minion. Repeat until a minion dies.,Spell,,0,0,0,0
2.0,GVG_059,Goblins vs Gnomes,3.0,3.0,Neutral,,"[{'name': 'Divine Shield'}, {'name': 'Taunt'}, {'name': 'Battlecry'}]",Coghammer,Paladin,General,Epic,<b>Battlecry:</b> Give a random friendly minion <b>Divine Shield</b> and <b>Taunt</b>.,Weapon,,1,1,0,0
1.0,GVG_024,Goblins vs Gnomes,3.0,3.0,Neutral,,,Cogmaster's Wrench,Rogue,General,Epic,Has +2 Attack while you have a Mech.,Weapon,,1,1,0,0
1.0,GVG_084,Goblins vs Gnomes,3.0,,Neutral,4.0,[{'name': 'Windfury'}],Flying Machine,Neutral,Mech,Common,<b>Windfury</b>,Minion,,1,0,1,0
1.0,GVG_098,Goblins vs Gnomes,3.0,,Neutral,4.0,"[{'name': 'Charge'}, {'name': 'Taunt'}]",Gnomeregan Infantry,Neutral,General,Common,<b>Charge</b>\n<b>Taunt</b>,Minion,,1,0,1,0
3.0,GVG_092,Goblins vs Gnomes,3.0,,Neutral,2.0,[{'name': 'Battlecry'}],Gnomish Experimenter,Neutral,General,Rare,"<b>Battlecry:</b> Draw a card. If it's a minion, transform it into a Chicken.",Minion,,1,0,1,0
2.0,GVG_095,Goblins vs Gnomes,3.0,,Neutral,4.0,,Goblin Sapper,Neutral,General,Rare,Has +4 Attack while your opponent has 6 or more cards in hand.,Minion,,1,0,1,0
2.0,GVG_032,Goblins vs Gnomes,3.0,,Neutral,4.0,,Grove Tender,Druid,General,Rare,<b>Choose One -</b> Give each player a Mana Crystal; or Each player draws a card.,Minion,,1,0,1,0
2.0,GVG_104,Goblins vs Gnomes,3.0,,Neutral,3.0,,Hobgoblin,Neutral,General,Epic,"Whenever you play a 1-Attack minion, give it +2/+2.",Minion,,1,0,1,0
2.0,GVG_089,Goblins vs Gnomes,3.0,,Neutral,4.0,[{'name': 'Secret'}],Illuminator,Neutral,General,Rare,"If you control a <b>Secret</b> at the end of your turn, restore #4 Health to your hero.",Minion,,1,0,1,0
2.0,GVG_027,Goblins vs Gnomes,3.0,,Neutral,2.0,,Iron Sensei,Rogue,Mech,Rare,"At the end of your turn, give another friendly Mech +2/+2.",Minion,,1,0,1,0
2.0,GVG_097,Goblins vs Gnomes,3.0,,Neutral,3.0,"[{'name': 'Deathrattle'}, {'name': 'Taunt'}, {'name': 'Battlecry'}]",Lil' Exorcist,Neutral,General,Rare,<b>Taunt</b>\n<b>Battlecry:</b> Gain +1/+1 for each enemy <b>Deathrattle</b> minion.,Minion,,1,0,1,0
3.0,GVG_048,Goblins vs Gnomes,3.0,,Neutral,3.0,[{'name': 'Battlecry'}],Metaltooth Leaper,Hunter,Mech,Rare,<b>Battlecry:</b> Give your other Mechs +2 Attack.,Minion,,1,0,1,0
,GVG_061,Goblins vs Gnomes,3.0,,Neutral,,,Muster for Battle,Paladin,General,Rare,Summon three 1/1 Silver Hand Recruits. Equip a 1/4 Weapon.,Spell,,0,0,0,0
4.0,GVG_065,Goblins vs Gnomes,3.0,,Neutral,4.0,,Ogre Brute,Neutral,General,Common,50% chance to attack the wrong enemy.,Minion,,1,0,1,0
4.0,GVG_054,Goblins vs Gnomes,3.0,2.0,Neutral,,,Ogre Warmaul,Warrior,General,Common,50% chance to attack the wrong enemy.,Weapon,,1,1,0,0
3.0,GVG_036,Goblins vs Gnomes,3.0,2.0,Neutral,,[{'name': 'Deathrattle'}],Powermace,Shaman,General,Rare,<b>Deathrattle:</b> Give a random friendly Mech +2/+2.,Weapon,,1,1,0,0
4.0,GVG_101,Goblins vs Gnomes,3.0,,Neutral,3.0,"[{'name': 'Deathrattle'}, {'name': 'Battlecry'}]",Scarlet Purifier,Paladin,General,Rare,<b>Battlecry:</b> Deal 2 damage to all minions with <b>Deathrattle</b>.,Minion,,1,0,1,0
3.0,GVG_123,Goblins vs Gnomes,3.0,,Neutral,3.0,[{'name': 'Spell Damage'}],Soot Spewer,Mage,Mech,Rare,<b>Spell Damage +1</b>,Minion,,1,0,1,0
3.0,GVG_044,Goblins vs Gnomes,3.0,,Neutral,4.0,,Spider Tank,Neutral,Mech,Common, ,Minion,,1,0,1,0
3.0,GVG_102,Goblins vs Gnomes,3.0,,Neutral,3.0,[{'name': 'Battlecry'}],Tinkertown Technician,Neutral,General,Common,"<b>Battlecry:</b> If you have a Mech, gain +1/+1 and add a <b>Spare Part</b> to your hand.",Minion,,1,0,1,0
,GVG_010,Goblins vs Gnomes,3.0,,Neutral,,[{'name': 'Spell Damage'}],Velen's Chosen,Priest,General,Common,Give a minion +2/+4 and <b>Spell Damage +1</b>.,Spell,,0,0,0,0
,GVG_029,Goblins vs Gnomes,4.0,,Neutral,,,Ancestor's Call,Shaman,General,Epic,Put a random minion from each player's hand into the battlefield.,Spell,,0,0,0,0
2.0,GVG_091,Goblins vs Gnomes,4.0,,Neutral,5.0,[{'name': 'Taunt'}],Arcane Nullifier X-21,Neutral,Mech,Rare,<b>Taunt</b>\nCan't be targeted by spells or Hero Powers.,Minion,,1,0,1,0
3.0,GVG_068,Goblins vs Gnomes,4.0,,Neutral,5.0,,Burly Rockjaw Trogg,Neutral,General,Common,"Whenever your opponent casts a spell, gain +2 Attack.",Minion,,1,0,1,0
5.0,GVG_066,Goblins vs Gnomes,4.0,,Neutral,4.0,"[{'name': 'Overload'}, {'name': 'Windfury'}]",Dunemaul Shaman,Shaman,General,Rare,"<b>Windfury, Overload:</b> (1)\n50% chance to attack the wrong enemy.",Minion,,1,0,1,0
,GVG_005,Goblins vs Gnomes,4.0,,Neutral,,,Echo of Medivh,Mage,General,Epic,Put a copy of each friendly minion into your hand.,Spell,,0,0,0,0
3.0,GVG_107,Goblins vs Gnomes,4.0,,Neutral,2.0,"[{'name': 'Windfury'}, {'name': 'Taunt'}, {'name': 'Divine Shield'}, {'name': 'Battlecry'}]",Enhance-o Mechano,Neutral,Mech,Epic,"<b>Battlecry:</b> Give your other minions <b>Windfury</b>, <b>Taunt</b>, or <b>Divine Shield</b>\n<i>(at random)</i>.",Minion,,1,0,1,0
3.0,GVG_020,Goblins vs Gnomes,4.0,,Neutral,5.0,,Fel Cannon,Warlock,Mech,Rare,"At the end of your turn, deal 2 damage to a non-Mech minion.",Minion,,1,0,1,0
5.0,GVG_004,Goblins vs Gnomes,4.0,,Neutral,4.0,[{'name': 'Battlecry'}],Goblin Blastmage,Mage,General,Rare,"<b>Battlecry:</b> If you have a Mech, deal 4 damage randomly split among all enemies.",Minion,,1,0,1,0
