attack,cardId,cardSet,cost,durability,faction,health,name,playerClass,race,rarity,text,type,armor,mech_Adapt,mech_AdjacentBuff,mech_AffectedBySpellPower,mech_Aura,mech_Battlecry,mech_Charge,mech_Combo,mech_Deathrattle,mech_Discover,mech_Divine Shield,mech_Echo,mech_Freeze,mech_ImmuneToSpellpower,mech_Inspire,mech_InvisibleDeathrattle,mech_Jade Golem,mech_Lifesteal,mech_Magnetic,mech_Overkill,mech_Overload,mech_Poisonous,mech_Quest,mech_Recruit,mech_Rush,mech_Secret,mech_Silence,mech_Spell Damage,mech_Stealth,mech_Taunt,mech_Twinspell,mech_Windfury,cardset_Basic,cardset_Blackrock Mountain,cardset_Classic,cardset_Goblins vs Gnomes,cardset_Hall of Fame,cardset_Journey to Un'Goro,cardset_Knights of the Frozen Throne,cardset_Kobolds & Catacombs,cardset_Mean Streets of Gadgetzan,cardset_Naxxramas,cardset_One Night in Karazhan,cardset_Rastakhan's Rumble,cardset_Rise of Shadows,cardset_The Boomsday Project,cardset_The Grand Tournament,cardset_The League of Explorers,cardset_The Witchwood,cardset_Whispers of the Old Gods,faction_Alliance,faction_Horde,faction_Neutral,playerclass_Druid,playerclass_Hunter,playerclass_Mage,playerclass_Neutral,playerclass_Paladin,playerclass_Priest,playerclass_Rogue,playerclass_Shaman,playerclass_Warlock,playerclass_Warrior,race_All,race_Beast,race_Demon,race_Dragon,race_Elemental,race_General,race_Mech,race_Murloc,race_Pirate,race_Totem,type_Hero,type_Minion,type_Spell,type_Weapon,rarity_value
-1.0,GVG_010,Goblins vs Gnomes,3.0,-1.0,Neutral,-1.0,Velen's Chosen,Priest,General,Common,Give a minion +2/+4 and <b>Spell Damage +1</b>.,Spell,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
-1.0,GVG_029,Goblins vs Gnomes,4.0,-1.0,Neutral,-1.0,Ancestor's Call,Shaman,General,Epic,Put a random minion from each player's hand into the battlefield.,Spell,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3
2.0,GVG_091,Goblins vs Gnomes,4.0,-1.0,Neutral,5.0,Arcane Nullifier X-21,Neutral,Mech,Rare,<b>Taunt</b>\nCan't be targeted by spells or Hero Powers.,Minion,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2
3.0,GVG_068,Goblins vs Gnomes,4.0,-1.0,Neutral,5.0,Burly Rockjaw Trogg,Neutral,General,Common,"Whenever your opponent casts a spell, gain +2 Attack.",Minion,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
5.0,GVG_066,Goblins vs Gnomes,4.0,-1.0,Neutral,4.0,Dunemaul Shaman,Shaman,General,Rare,"<b>Windfury, Overload:</b> (1)\n50% chance to attack the wrong enemy.",Minion,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2
-1.0,GVG_005,Goblins vs Gnomes,4.0,-1.0,Neutral,-1.0,Echo of Medivh,Mage,General,Epic,Put a copy of each friendly minion into your hand.,Spell,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3
3.0,GVG_107,Goblins vs Gnomes,4.0,-1.0,Neutral,2.0,Enhance-o Mechano,Neutral,Mech,Epic,"<b>Battlecry:</b> Give your other minions <b>Windfury</b>, <b>Taunt</b>, or <b>Divine Shield</b>\n<i>(at random)</i>.",Minion,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3
3.0,GVG_020,Goblins vs Gnomes,4.0,-1.0,Neutral,5.0,Fel Cannon,Warlock,Mech,Rare,"At the end of your turn, deal 2 damage to a non-Mech minion.",Minion,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2
5.0,GVG_004,Goblins vs Gnomes,4.0,-1.0,Neutral,4.0,Goblin Blastmage,Mage,General,Rare,"<b>Battlecry:</b> If you have a Mech, deal 4 damage randomly split among all enemies.",Minion,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2
-1.0,GVG_045,Goblins vs Gnomes,4.0,-1.0,Neutral,-1.0,Imp-losion,Warlock,General,Rare,Deal $2-$4 damage to a minion. Summon a 1/1 Imp for each damage dealt.,Spell,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2
1.0,GVG_094,Goblins vs Gnomes,4.0,-1.0,Neutral,4.0,Jeeves,Neutral,Mech,Rare,"At the end of each player's turn, that player draws until they have 3 cards.",Minion,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2
4.0,GVG_074,Goblins vs Gnomes,4.0,-1.0,Neutral,3.0,Kezan Mystic,Neutral,General,Rare,<b>Battlecry:</b> Take control of a random enemy <b>Secret</b>.,Minion,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2
5.0,GVG_071,Goblins vs Gnomes,4.0,-1.0,Neutral,4.0,Lost Tallstrider,Neutral,Beast,Common, ,Minion,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
4.0,GVG_078,Goblins vs Gnomes,4.0,-1.0,Neutral,5.0,Mechanical Yeti,Neutral,Mech,Common,<b>Deathrattle:</b> Give each player a <b>Spare Part.</b>,Minion,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
4.0,GVG_109,Goblins vs Gnomes,4.0,-1.0,Neutral,1.0,Mini-Mage,Neutral,General,Epic,<b>Stealth</b>\n<b>Spell Damage +1</b>,Minion,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3
4.0,GVG_096,Goblins vs Gnomes,4.0,-1.0,Neutral,3.0,Piloted Shredder,Neutral,Mech,Common,<b>Deathrattle:</b> Summon a random 2-Cost minion.,Minion,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
-1.0,GVG_047,Goblins vs Gnomes,4.0,-1.0,Neutral,-1.0,Sabotage,Rogue,General,Epic,Destroy a random enemy minion. <b>Combo:</b> And your opponent's weapon.,Spell,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3
2.0,GVG_055,Goblins vs Gnomes,4.0,-1.0,Neutral,5.0,Screwjank Clunker,Warrior,Mech,Rare,<b>Battlecry:</b> Give a friendly Mech +2/+2.,Minion,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2
2.0,GVG_040,Goblins vs Gnomes,4.0,-1.0,Neutral,5.0,Siltfin Spiritwalker,Shaman,Murloc,Epic,"Whenever another friendly Murloc dies, draw a card. <b><b>Overload</b>:</b> (1)",Minion,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3
-1.0,GVG_022,Goblins vs Gnomes,4.0,-1.0,Neutral,-1.0,Tinker's Sharpsword Oil,Rogue,General,Common,Give your weapon +3 Attack. <b>Combo:</b> Give a random friendly minion +3 Attack.,Spell,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
2.0,GVG_122,Goblins vs Gnomes,4.0,-1.0,Neutral,5.0,Wee Spellstopper,Mage,General,Epic,Adjacent minions can't be targeted by spells or Hero Powers.,Minion,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3
3.0,GVG_069,Goblins vs Gnomes,5.0,-1.0,Neutral,3.0,Antique Healbot,Neutral,Mech,Common,<b>Battlecry:</b> Restore #8 Health to your hero.,Minion,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
3.0,GVG_119,Goblins vs Gnomes,5.0,-1.0,Neutral,4.0,Blingtron 3000,Neutral,Mech,Legendary,<b>Battlecry:</b> Equip a random weapon for each player.,Minion,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4
1.0,GVG_063,Goblins vs Gnomes,5.0,-1.0,Neutral,7.0,Bolvar Fordragon,Paladin,General,Legendary,"Whenever a friendly minion dies while this is in your hand, gain +1 Attack.",Minion,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4
3.0,GVG_099,Goblins vs Gnomes,5.0,-1.0,Neutral,3.0,Bomb Lobber,Neutral,General,Rare,<b>Battlecry:</b> Deal 4 damage to a random enemy minion.,Minion,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2
6.0,GVG_062,Goblins vs Gnomes,5.0,-1.0,Neutral,3.0,Cobalt Guardian,Paladin,Mech,Rare,"Whenever you summon a Mech, gain <b>Divine Shield</b>.",Minion,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2
-1.0,GVG_073,Goblins vs Gnomes,5.0,-1.0,Neutral,-1.0,Cobra Shot,Hunter,General,Common,Deal $3 damage to a minion and the enemy hero.,Spell,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
-1.0,GVG_019,Goblins vs Gnomes,5.0,-1.0,Neutral,-1.0,Demonheart,Warlock,General,Epic,"Deal $5 damage to a minion.  If it's a friendly Demon, give it +5/+5 instead.",Spell,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3
4.0,GVG_080,Goblins vs Gnomes,5.0,-1.0,Neutral,4.0,Druid of the Fang,Druid,General,Common,"<b>Battlecry:</b> If you have a Beast, transform this minion into a 7/7.",Minion,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
8.0,GVG_016,Goblins vs Gnomes,5.0,-1.0,Neutral,8.0,Fel Reaver,Neutral,Mech,Epic,"Whenever your opponent plays a card, remove the top 3 cards of your deck.",Minion,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3
4.0,GVG_100,Goblins vs Gnomes,5.0,-1.0,Neutral,4.0,Floating Watcher,Warlock,Demon,Common,"Whenever your hero takes damage on your turn, gain +2/+2.",Minion,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
6.0,GVG_120,Goblins vs Gnomes,5.0,-1.0,Neutral,3.0,Hemet Nesingwary,Neutral,General,Legendary,<b>Battlecry:</b> Destroy a Beast.,Minion,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4
1.0,GVG_106,Goblins vs Gnomes,5.0,-1.0,Neutral,5.0,Junkbot,Neutral,Mech,Epic,"Whenever a friendly Mech dies, gain +2/+2.",Minion,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3
2.0,GVG_046,Goblins vs Gnomes,5.0,-1.0,Neutral,6.0,King of Beasts,Hunter,Beast,Rare,<b>Taunt</b>. <b>Battlecry:</b> Gain +1 Attack for each other Beast you have.,Minion,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2
5.0,GVG_090,Goblins vs Gnomes,5.0,-1.0,Neutral,4.0,Madder Bomber,Neutral,General,Rare,<b>Battlecry:</b> Deal 6 damage randomly split between all other characters.,Minion,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2
4.0,GVG_111,Goblins vs Gnomes,5.0,-1.0,Neutral,5.0,Mimiron's Head,Neutral,Mech,Legendary,"At the start of your turn, if you have at least 3 Mechs, destroy them all and form V-07-TR-0N.",Minion,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4
6.0,GVG_088,Goblins vs Gnomes,5.0,-1.0,Neutral,6.0,Ogre Ninja,Rogue,General,Rare,<b>Stealth</b>\n50% chance to attack the wrong enemy.,Minion,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2
2.0,GVG_060,Goblins vs Gnomes,5.0,-1.0,Neutral,5.0,Quartermaster,Paladin,General,Epic,<b>Battlecry:</b> Give your Silver Hand Recruits +2/+2.,Minion,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3
7.0,GVG_070,Goblins vs Gnomes,5.0,-1.0,Neutral,4.0,Salty Dog,Neutral,Pirate,Common, ,Minion,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
5.0,GVG_086,Goblins vs Gnomes,5.0,-1.0,Neutral,5.0,Siege Engine,Warrior,Mech,Rare,"Whenever you gain Armor, give this minion +1 Attack.",Minion,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2
5.0,GVG_083,Goblins vs Gnomes,5.0,-1.0,Neutral,5.0,Upgraded Repair Bot,Priest,Mech,Rare,<b>Battlecry:</b> Give a friendly Mech +4 Health.,Minion,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2
